OG5_143398,pl_tra,op_gen,ee_tra,ba_tra,op_tra,za_gen,am_gen,ba_gen,sr_tra,ex_gen,ex_tra,sr_gen,pl_gen,ee_gen,za_tra,am_tra
OG5_126706,53,82,49,0,25,0,6,0,381,20,23,37,18,2,0,222
OG5_126707,31,73,34,0,3,0,6,3,278,20,10,30,19,2,0,180
OG5_126708,39,82,45,0,14,102,6,491,309,17,15,36,19,2,0,218
OG5_128922,28,72,24,0,10,0,5,0,178,3,10,27,15,1,0,184
OG5_147207,11,9,7,0,2,0,0,0,33,0,2,0,6,0,0,71
OG5_128923,25,71,40,0,5,0,6,0,123,2,8,11,15,2,0,150
OG5_137333,7,17,16,0,0,0,0,0,27,0,1,2,6,1,0,77
OG5_137332,13,13,25,0,2,0,1,0,130,18,7,5,0,1,0,173
OG5_171676,0,2,1,0,0,0,3,1,6,0,2,0,0,0,0,9
OG5_171677,7,3,18,0,2,2,0,4,146,1,4,7,1,0,0,94
OG5_142771,0,10,0,0,0,0,0,69,6,0,0,1,1,1,0,3
OG5_137145,0,18,0,0,1,0,0,0,0,0,0,0,1,0,0,1
OG5_137339,1,7,0,0,0,0,0,0,0,0,1,14,1,0,0,21
OG5_128921,9,70,20,0,1,0,1,0,41,1,5,11,1,1,0,48
OG5_171679,0,1,0,0,1,1,1,21,0,2,2,0,0,0,0,4
OG5_131569,4,39,6,0,2,0,2,18,55,0,1,13,1,1,0,32
OG5_161406,0,18,5,0,3,0,0,1,7,0,0,0,0,0,0,2
OG5_130680,5,65,6,0,0,0,0,0,29,1,1,0,0,0,0,55
OG5_156563,2,0,2,0,0,0,0,0,1,0,0,0,6,0,0,0
OG5_129622,24,64,39,0,3,0,6,0,189,1,4,27,18,1,0,128
OG5_131443,26,33,31,0,2,16,0,214,115,0,2,14,19,1,0,104
OG5_136680,4,24,3,0,0,0,0,16,13,0,1,3,4,0,0,2
OG5_156561,17,0,29,0,0,0,0,0,5,0,0,0,8,1,0,0
OG5_129623,27,62,37,0,4,0,4,0,160,4,7,13,17,2,0,109
OG5_136689,13,24,19,0,0,0,0,0,174,1,5,10,1,1,0,5
OG5_129153,2,37,1,0,5,0,1,0,12,0,0,0,0,0,0,41
OG5_146473,0,6,3,0,0,0,6,0,21,8,1,3,0,1,0,80
OG5_129154,35,69,26,0,9,0,3,0,127,0,5,7,18,1,0,192
OG5_146415,11,2,17,0,0,0,1,0,54,0,1,1,12,0,0,20
OG5_129627,28,25,32,0,3,0,1,88,188,3,5,31,14,1,0,117
OG5_177240,5,0,0,0,0,0,0,2,5,0,0,0,5,0,0,1
OG5_132309,6,24,20,0,0,0,1,0,87,1,8,7,2,2,0,89
OG5_132308,18,28,28,0,0,0,2,53,75,8,4,4,3,1,0,118
OG5_132304,0,23,2,0,0,0,1,0,3,0,0,0,2,0,0,15
OG5_129157,28,71,34,0,4,0,3,3,191,2,7,37,18,2,0,132
OG5_132300,1,12,8,0,2,0,0,0,112,5,5,21,7,0,0,27
OG5_132303,5,29,7,0,0,0,5,0,26,4,3,6,2,1,0,51
OG5_132302,13,13,35,0,2,0,3,17,194,14,9,18,4,2,0,184
OG5_143170,0,1,0,0,0,0,0,119,0,0,0,0,1,0,0,0
OG5_143176,0,0,0,0,0,0,0,114,0,0,0,0,1,0,0,0
OG5_143174,0,2,0,0,0,0,0,38,0,1,0,0,0,0,0,0
OG5_143175,0,0,0,0,0,0,0,111,1,0,0,0,1,0,0,0
OG5_143179,0,0,0,0,0,0,0,65,0,0,0,0,1,0,0,0
OG5_138593,25,13,28,0,3,0,2,0,47,0,3,1,14,1,0,74
OG5_127071,19,43,40,0,5,0,1,0,262,20,12,24,11,2,0,73
OG5_127070,37,81,37,0,15,0,6,0,248,20,13,36,19,2,0,199
OG5_127073,32,67,35,0,3,0,6,149,217,16,10,20,18,2,0,159
OG5_127072,43,72,46,0,19,11,6,0,344,19,21,34,19,2,0,210
OG5_127075,32,75,36,0,6,0,6,10,297,20,15,34,19,2,0,202
OG5_127074,40,69,42,0,6,63,3,270,228,14,11,26,19,2,0,114
OG5_127077,47,71,43,0,10,1,3,498,336,13,8,34,19,2,0,199
OG5_127076,32,69,41,0,3,109,5,531,251,19,16,29,19,1,0,173
OG5_127079,31,79,45,0,2,59,6,430,273,17,10,34,19,1,0,171
OG5_127078,23,72,32,0,1,0,6,545,146,12,8,34,19,2,0,81
OG5_140194,0,1,0,0,0,72,0,0,1,0,0,0,0,0,0,0
OG5_170758,12,0,0,0,0,2,0,45,2,0,0,0,12,0,0,0
OG5_170987,0,0,0,0,0,0,0,8,2,0,0,0,1,0,0,0
OG5_170986,6,1,7,0,0,0,0,20,18,0,0,1,2,1,0,0
OG5_170980,0,1,3,0,0,0,0,28,13,0,0,2,0,0,0,0
OG5_170982,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
OG5_159531,13,4,23,0,0,0,0,2,52,0,1,0,5,0,0,32
OG5_136365,2,19,8,0,0,0,0,0,17,0,0,3,0,0,0,13
OG5_137917,9,17,14,0,1,13,2,68,45,1,1,5,1,1,0,45
OG5_137819,0,19,1,0,1,0,1,10,2,0,1,0,0,0,0,4
OG5_140939,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
OG5_136815,3,18,20,0,5,0,0,0,74,1,3,6,0,0,0,63
OG5_128034,34,79,16,0,8,0,6,15,70,17,14,9,15,1,0,191
OG5_128035,31,74,42,0,6,6,6,2,203,17,8,29,18,1,0,178
OG5_128036,19,62,31,0,2,0,3,0,152,1,7,23,8,2,0,179
OG5_128037,31,70,45,0,3,0,6,3,121,18,10,15,18,2,0,188
OG5_128030,22,42,38,0,7,0,1,10,201,17,8,22,4,2,0,76
OG5_128031,40,54,47,0,11,6,6,5,334,19,18,36,19,2,0,216
OG5_128032,19,63,31,0,1,10,3,133,106,10,4,14,16,0,0,58
OG5_128033,29,74,37,0,1,0,5,0,147,14,7,17,17,0,0,129
OG5_176272,13,2,5,0,0,8,0,60,39,0,0,1,6,0,0,11
OG5_128038,35,75,38,0,5,0,3,0,269,13,8,29,19,2,0,176
OG5_128039,37,78,42,0,6,0,6,0,236,18,10,37,19,2,0,165
OG5_127615,32,73,44,0,5,0,6,0,236,19,6,34,15,1,0,160
OG5_127614,5,74,39,0,9,0,4,0,204,3,16,13,10,2,0,196
OG5_127617,21,67,28,0,14,0,6,0,242,20,18,33,12,2,0,159
OG5_127616,35,73,45,0,18,15,6,2,320,17,15,35,19,2,0,215
OG5_127611,33,75,39,0,6,3,3,73,215,16,11,35,14,2,0,87
OG5_127610,35,59,39,0,2,6,6,165,222,0,5,37,19,2,0,143
OG5_127613,30,69,33,0,6,5,6,280,221,15,11,25,5,2,0,164
OG5_130968,17,34,34,0,8,55,3,245,198,8,14,14,3,2,0,180
OG5_130967,21,32,24,0,0,29,3,78,156,2,3,14,13,2,0,144
OG5_130966,12,0,13,0,0,46,0,387,7,0,0,0,8,1,0,5
OG5_130965,5,32,21,0,3,49,3,167,91,13,5,6,1,1,0,137
OG5_130964,0,9,3,0,1,55,1,396,7,0,0,3,8,0,0,20
OG5_127619,36,80,44,0,8,0,6,0,226,20,10,36,19,2,0,169
OG5_127618,8,63,38,0,4,51,2,223,177,9,11,15,2,2,0,168
OG5_130961,1,2,3,0,0,0,0,404,4,0,0,0,18,0,0,0
OG5_130960,9,33,20,0,0,4,0,185,95,0,0,8,19,1,0,76
OG5_135653,4,1,0,0,0,25,0,151,3,0,0,0,4,0,0,1
OG5_135302,7,3,6,0,1,0,1,0,16,0,2,0,7,1,0,22
OG5_135303,8,39,8,0,8,0,0,0,49,0,2,2,1,0,0,20
OG5_135657,3,1,24,0,1,1,3,85,53,7,5,2,0,1,0,9
OG5_135654,14,3,29,0,0,0,3,0,148,10,7,12,4,0,0,143
OG5_135655,4,1,4,0,0,33,0,154,4,0,1,1,14,0,0,2
OG5_130264,17,34,39,0,4,0,1,4,268,20,11,23,4,2,0,177
OG5_135658,23,1,35,0,4,0,1,0,281,1,7,25,14,2,0,170
OG5_135659,0,28,3,0,0,9,0,79,10,0,0,0,1,0,0,3
OG5_137545,1,0,0,0,0,0,0,92,10,0,0,3,12,0,0,0
OG5_169926,0,4,3,0,0,0,0,32,25,0,0,0,0,0,0,9
OG5_133438,2,17,14,0,1,97,1,5,20,0,0,1,1,0,0,6
OG5_133439,4,34,30,0,4,0,1,0,80,0,3,9,0,2,0,156
OG5_131960,19,26,19,0,0,0,0,0,98,0,2,9,10,0,0,2
OG5_130267,13,35,38,0,3,0,1,1,200,20,9,22,8,2,0,83
OG5_133431,5,32,4,0,3,0,0,0,2,0,0,0,6,0,0,45
OG5_133432,2,9,13,0,2,0,0,0,12,14,1,1,0,0,0,86
OG5_133433,6,32,16,0,3,0,1,0,93,0,4,4,8,1,0,122
OG5_137936,0,9,13,0,1,0,6,11,56,1,6,1,3,1,0,169
OG5_139300,1,1,0,0,0,99,0,0,7,0,1,0,0,0,0,109
OG5_130969,26,35,32,0,2,0,2,0,115,11,4,15,6,1,0,94
OG5_139303,0,3,1,0,0,0,0,0,2,0,0,2,2,0,0,10
OG5_133897,8,30,20,0,2,0,0,3,110,1,4,14,3,1,0,26
OG5_143121,1,0,0,0,0,0,0,0,16,10,0,1,8,0,0,1
OG5_127612,28,71,42,0,4,0,6,0,249,16,11,33,18,2,0,194
OG5_137930,0,16,0,0,1,0,0,0,0,3,0,0,0,0,0,0
OG5_130612,2,56,14,0,3,0,3,0,145,2,4,18,0,1,0,48
OG5_130963,1,0,0,0,0,78,0,252,12,0,0,2,11,0,0,1
OG5_130962,0,1,1,0,0,47,0,324,13,0,1,0,0,0,0,4
OG5_144335,14,1,21,0,1,0,1,0,51,0,1,3,14,1,0,154
OG5_144334,1,3,4,0,1,0,0,0,11,12,0,0,0,0,0,9
OG5_144337,0,1,0,0,0,0,0,22,3,0,0,0,0,0,0,0
OG5_158913,0,6,0,0,0,0,0,18,1,0,0,0,0,0,0,0
OG5_130689,0,63,4,0,1,0,0,0,29,0,0,2,0,1,0,8
OG5_144330,3,7,4,0,1,0,0,0,43,0,0,8,0,0,0,13
OG5_144332,9,1,29,0,0,8,2,45,158,0,2,14,0,1,0,92
OG5_158918,1,0,0,0,0,5,0,51,11,0,0,0,2,0,0,2
OG5_155297,0,0,0,0,0,2,0,28,2,0,0,6,0,0,0,3
OG5_144339,0,0,0,0,0,0,0,0,5,13,1,1,1,0,0,0
OG5_131211,17,50,11,0,1,0,2,0,124,0,4,6,10,0,0,81
OG5_147670,0,0,12,0,0,0,0,0,59,13,6,6,0,0,0,1
OG5_136634,6,0,0,0,0,0,0,0,2,0,0,0,10,0,0,3
OG5_138448,0,18,2,0,0,0,0,3,7,0,0,2,0,0,0,7
OG5_176913,0,1,0,0,0,2,0,13,6,0,0,0,0,0,0,0
OG5_135305,23,36,39,0,2,0,3,2,134,3,7,13,5,2,0,172
OG5_150060,6,2,7,0,1,0,0,0,25,3,1,1,0,0,0,47
OG5_135306,0,24,0,0,5,0,1,0,3,0,0,0,0,0,0,49
OG5_126889,24,74,24,0,5,14,3,531,174,16,7,32,19,2,0,133
OG5_126888,37,79,44,0,5,0,6,0,299,20,15,36,17,2,0,191
OG5_126887,40,73,38,0,5,68,3,516,216,15,6,35,19,2,0,84
OG5_126886,35,76,38,0,9,0,6,69,283,20,11,36,17,2,0,141
OG5_126885,29,73,42,0,15,0,3,0,309,6,17,37,17,2,0,202
OG5_135307,31,0,23,0,0,2,0,133,82,0,0,16,19,1,0,12
OG5_126883,42,82,48,0,15,2,6,50,306,20,16,37,19,2,0,211
OG5_126882,33,79,39,0,7,63,6,0,205,19,13,35,18,2,0,183
OG5_126881,12,39,24,0,3,0,3,0,88,2,2,4,14,2,0,94
OG5_126880,33,74,37,0,3,20,5,148,214,16,8,24,19,2,0,172
OG5_131151,23,34,35,0,2,0,1,0,164,11,6,14,17,2,0,121
OG5_131150,16,40,32,0,1,0,0,22,90,1,4,5,10,1,0,136
OG5_134305,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,1
OG5_134303,0,0,0,0,0,28,0,330,3,0,0,0,1,1,0,3
OG5_131157,12,53,29,0,4,0,3,0,133,0,6,13,12,1,0,74
OG5_134300,21,3,17,0,1,1,0,206,177,4,4,18,7,1,0,89
OG5_134309,5,20,10,0,0,0,0,0,69,0,2,14,6,0,0,8
OG5_134308,15,22,25,0,2,0,0,0,101,13,4,10,3,1,0,7
OG5_130686,17,38,39,0,6,0,0,0,199,19,9,18,6,2,0,35
OG5_130687,14,29,38,0,1,0,1,0,188,19,8,27,10,2,0,53
OG5_130684,11,29,17,0,0,32,0,192,35,0,0,4,14,0,0,5
OG5_130685,14,36,36,0,6,0,0,0,172,14,7,19,6,2,0,20
OG5_130682,12,42,34,0,2,0,1,0,81,5,6,5,2,2,0,111
OG5_130683,2,1,3,0,0,55,1,345,26,0,6,9,14,1,0,16
OG5_129079,17,38,28,0,1,65,1,259,184,1,5,11,15,1,0,62
OG5_129078,25,78,20,0,1,0,6,0,109,3,3,16,16,2,0,59
OG5_138303,22,4,16,0,0,6,0,223,64,1,2,5,9,0,0,22
OG5_129076,30,66,26,0,2,0,3,0,122,3,5,16,16,2,0,104
OG5_129075,30,69,41,0,7,0,6,3,222,6,9,19,19,2,0,170
OG5_129074,26,4,37,0,1,63,6,387,273,14,7,16,14,1,0,161
OG5_129073,3,46,21,0,1,0,0,0,97,0,4,10,7,0,0,101
OG5_129072,8,49,22,0,1,0,3,1,80,15,5,14,5,2,0,137
OG5_138305,8,22,26,0,1,18,0,33,82,0,1,5,5,1,0,61
OG5_129070,28,65,44,0,1,21,3,0,219,1,8,33,17,1,0,192
OG5_135874,5,20,26,0,1,0,3,0,151,3,7,6,6,0,0,168
OG5_134008,29,17,22,0,0,0,0,0,53,1,2,6,15,1,0,11
OG5_134009,6,33,0,0,3,0,0,0,6,0,0,0,4,0,0,5
OG5_131488,7,39,17,0,1,0,2,0,26,1,1,3,10,1,0,55
OG5_136108,0,10,0,0,0,0,0,54,0,0,0,0,1,0,0,1
OG5_146672,1,1,2,0,0,8,0,179,10,0,1,0,1,0,0,6
OG5_131482,1,36,9,0,2,0,3,0,13,0,0,0,0,0,0,95
OG5_131481,12,32,34,0,6,0,0,0,168,14,8,17,3,2,0,19
OG5_131487,14,33,34,0,5,0,2,4,78,1,6,11,12,1,0,177
OG5_131486,15,35,35,0,1,0,0,0,209,14,5,14,4,2,0,22
OG5_131485,26,24,45,0,7,0,2,0,351,8,19,18,10,1,0,178
OG5_131484,18,40,17,0,1,0,0,44,60,1,0,8,13,1,0,153
OG5_131524,13,51,14,0,3,0,3,0,74,0,4,10,11,1,0,114
OG5_131377,9,31,4,0,1,55,1,287,34,1,0,9,7,1,0,8
OG5_131371,18,40,38,0,4,0,1,1,165,0,11,25,3,1,0,113
OG5_162009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG5_131373,29,29,22,0,1,0,0,0,202,0,5,14,14,2,0,38
OG5_131372,4,1,2,0,0,0,0,554,23,2,0,4,16,1,0,1
OG5_146538,5,3,9,0,2,0,0,0,57,10,1,0,0,0,0,26
OG5_131379,23,39,30,0,2,0,3,0,122,0,2,17,10,1,0,135
OG5_131378,10,32,25,0,1,0,1,0,85,15,4,9,3,2,0,42
OG5_133041,2,6,4,0,2,29,1,89,22,0,5,0,1,0,0,62
OG5_131527,23,27,37,0,0,0,6,12,146,8,9,16,17,2,0,175
OG5_138169,9,16,23,0,0,0,0,0,71,1,4,11,4,1,0,2
OG5_130039,19,38,29,0,6,0,0,2,121,0,1,13,0,1,0,13
OG5_131509,7,16,1,0,0,0,0,12,26,1,0,5,8,0,0,68
OG5_144660,0,0,1,0,0,0,2,0,8,13,1,0,0,0,0,22
OG5_143954,1,1,2,0,0,0,0,0,11,12,1,0,0,0,0,5
OG5_133513,13,29,25,0,2,0,0,0,130,6,5,2,6,1,0,14
OG5_134003,8,19,19,0,1,2,0,14,75,0,1,3,9,1,0,14
OG5_133512,2,33,3,0,2,0,1,0,47,1,0,8,0,0,0,15
OG5_133437,0,35,8,0,1,0,3,0,9,1,0,6,0,1,0,30
OG5_133511,0,21,12,0,0,0,1,0,31,11,4,2,0,0,0,43
OG5_141796,0,11,0,0,1,0,0,0,4,0,0,1,0,0,0,1
OG5_168571,4,1,17,0,1,0,0,0,48,0,2,1,0,0,0,66
OG5_144664,21,20,18,0,4,0,2,0,82,0,3,7,7,1,0,80
OG5_128206,18,69,30,0,3,0,5,0,132,1,6,14,15,1,0,62
OG5_152512,0,8,0,0,0,0,0,1,3,0,0,0,0,0,0,0
OG5_134588,0,5,0,0,0,0,0,0,10,1,0,1,2,0,0,5
OG5_141929,0,17,0,0,0,0,0,3,0,0,0,0,1,0,0,0
OG5_139307,7,5,20,0,0,0,1,0,50,12,7,2,0,0,0,48
OG5_141925,12,0,8,0,0,0,0,0,7,13,2,0,5,0,0,1
OG5_127419,27,76,37,0,3,102,6,0,218,19,7,31,18,2,0,115
OG5_127826,28,70,42,0,5,23,6,73,266,19,11,15,10,2,0,192
OG5_127827,14,67,37,0,6,0,2,0,262,18,8,28,7,2,0,163
OG5_130428,2,39,21,0,0,0,2,0,64,13,7,19,0,2,0,39
OG5_127825,7,47,27,0,3,38,6,240,195,19,8,23,3,1,0,165
OG5_127822,35,78,38,0,6,0,6,0,225,16,10,35,19,2,0,174
OG5_127823,26,62,21,0,2,3,2,53,82,0,2,12,18,2,0,26
OG5_127820,30,71,43,0,3,59,6,0,287,20,13,36,18,2,0,170
OG5_127821,8,53,21,0,5,57,4,391,106,20,9,22,0,2,0,62
OG5_130350,11,54,13,0,6,19,3,119,205,3,13,14,13,1,0,100
OG5_130351,21,46,28,0,0,1,3,10,71,15,6,9,15,1,0,121
OG5_130352,29,44,8,0,1,0,2,0,42,1,10,1,19,1,0,42
OG5_130421,16,28,36,0,2,0,3,14,179,3,8,10,17,2,0,167
OG5_130354,16,47,8,0,3,105,3,1,20,0,3,5,9,2,0,91
OG5_137435,5,21,27,0,3,0,3,0,34,2,6,1,0,0,0,105
OG5_130424,11,39,30,0,1,0,0,0,118,15,6,13,4,2,0,13
OG5_127829,31,72,32,0,6,0,3,0,144,0,7,23,18,2,0,154
OG5_136219,4,0,2,0,0,0,0,0,10,0,2,2,10,0,0,1
OG5_136218,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
OG5_173171,0,0,0,0,0,0,0,53,1,0,0,0,1,0,0,0
OG5_136216,8,17,3,0,0,0,1,0,33,0,0,2,6,0,0,10
OG5_136215,4,0,0,0,0,0,0,0,2,0,0,0,10,0,0,0
OG5_136214,3,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
OG5_136213,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0
OG5_136212,16,0,1,0,0,0,0,0,3,0,2,0,17,0,0,0
OG5_136211,33,2,18,0,0,0,5,0,128,1,5,8,15,1,0,62
OG5_166329,6,1,9,0,1,0,0,37,17,0,0,0,1,1,0,5
OG5_136549,0,34,0,0,0,0,0,0,3,0,0,1,0,0,0,0
OG5_139951,2,18,3,0,1,0,0,0,4,0,0,6,0,0,0,2
OG5_172374,6,0,23,0,0,0,0,97,12,0,0,1,5,1,0,0
OG5_132357,20,38,14,0,2,0,2,0,49,0,1,2,9,1,0,2
OG5_128824,11,61,14,0,6,0,5,11,49,9,6,2,10,1,0,55
OG5_139958,1,20,2,0,0,0,0,0,2,0,1,0,1,0,0,4
OG5_131708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG5_141334,4,5,9,0,0,18,0,37,9,0,0,1,3,2,0,9
OG5_137296,0,13,5,0,2,8,0,1,28,0,0,0,0,0,0,40
OG5_134874,2,16,2,0,0,0,2,5,27,1,1,4,1,1,0,38
OG5_131500,21,50,20,0,2,5,2,3,97,1,6,10,6,2,0,81
OG5_149946,2,1,0,0,0,0,0,57,5,0,0,0,13,0,0,2
OG5_155768,11,9,21,0,0,0,0,11,79,0,1,3,1,0,0,14
OG5_171061,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0
OG5_149948,0,2,0,0,0,2,1,52,2,0,0,0,1,0,0,1
OG5_130768,0,47,0,0,2,0,1,63,3,0,0,1,0,0,0,0
OG5_145159,0,2,0,0,0,0,0,0,3,12,0,0,0,0,0,0
OG5_140322,38,0,28,0,0,0,0,0,67,0,1,4,18,0,0,2
OG5_140451,5,1,0,0,0,0,0,0,12,0,0,1,9,0,0,1
OG5_149435,0,9,0,0,0,0,0,3,6,0,0,0,1,0,0,2
OG5_140454,14,1,9,0,0,0,0,0,31,0,1,1,12,1,0,0
OG5_140455,1,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0
OG5_140324,2,21,1,0,1,0,0,0,43,1,0,1,3,0,0,6
OG5_131692,22,31,28,0,2,0,2,0,98,0,8,11,17,2,0,24
OG5_140458,13,0,5,0,0,0,0,0,125,0,2,3,12,0,0,11
OG5_144520,0,1,0,0,0,19,2,39,7,0,1,0,2,0,0,21
OG5_149801,1,14,0,0,0,0,3,0,14,0,1,1,0,0,0,29
OG5_144522,0,2,0,0,0,0,0,0,2,13,1,0,0,0,0,1
OG5_144523,2,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0
OG5_149804,5,0,0,0,0,0,0,0,4,0,0,0,12,0,0,1
OG5_149805,0,10,0,0,0,0,0,0,1,0,0,0,1,0,0,2
OG5_144526,0,1,0,0,0,9,0,64,0,0,0,0,0,0,0,0
OG5_144527,16,0,0,0,0,0,0,0,3,0,0,0,15,0,0,8
OG5_144529,0,2,1,0,0,0,1,20,5,13,1,1,0,0,0,9
OG5_139703,3,15,0,0,2,0,0,0,1,0,0,0,1,0,0,1
OG5_130976,3,51,26,0,1,0,3,0,182,13,7,14,0,1,0,71
OG5_142782,5,0,10,0,0,15,0,69,50,0,0,2,6,0,0,0
OG5_132240,21,38,18,0,2,0,3,0,39,0,1,3,11,0,0,99
OG5_131971,22,37,5,0,1,0,1,0,16,0,1,7,16,1,0,38
OG5_131970,5,29,2,0,3,0,0,0,53,2,2,2,10,0,0,41
OG5_128939,39,62,42,0,1,0,4,0,243,1,8,33,18,2,0,169
OG5_171446,0,1,2,0,0,6,0,27,3,0,0,1,0,0,0,0
OG5_131975,9,0,7,0,0,0,0,0,51,0,2,9,11,0,0,1
OG5_131974,8,23,27,0,3,0,0,0,125,19,11,13,2,2,0,7
OG5_128935,24,70,32,0,6,0,5,0,169,3,8,25,19,1,0,166
OG5_128934,17,59,17,0,2,3,1,143,79,8,1,7,18,1,0,18
OG5_142788,11,9,23,0,1,3,0,5,112,0,3,16,8,0,0,108
OG5_128936,21,58,33,0,2,0,3,0,119,13,7,31,16,1,0,78
OG5_128931,26,65,37,0,1,0,3,0,156,13,6,20,18,2,0,140
OG5_128930,36,11,32,0,0,1,3,512,213,14,9,33,18,1,0,100
OG5_128933,29,42,36,0,10,0,0,0,159,1,10,19,14,1,0,167
OG5_128932,5,65,27,0,1,0,1,0,123,14,5,29,0,2,0,26
OG5_127440,24,74,34,0,4,45,6,226,217,19,7,37,19,2,0,120
OG5_127441,31,76,40,0,4,0,2,136,261,18,7,34,19,2,0,175
OG5_127442,34,74,44,0,10,0,5,7,291,19,12,36,15,1,0,199
OG5_127443,36,80,34,0,1,102,5,0,230,17,12,37,19,2,0,174
OG5_127444,15,40,32,0,9,0,6,0,203,14,8,14,2,1,0,205
OG5_127445,32,43,35,0,1,0,3,530,233,14,6,32,19,1,0,175
OG5_127446,24,67,38,0,3,0,3,26,220,13,9,31,14,2,0,187
OG5_127447,40,78,46,0,11,108,6,10,291,20,17,35,19,2,0,197
OG5_127448,46,66,41,0,12,0,4,0,310,15,14,33,19,2,0,202
OG5_127449,29,77,38,0,4,0,6,2,232,19,11,37,19,2,0,138
OG5_130269,18,72,22,0,0,0,3,8,71,4,5,10,9,1,0,53
OG5_166817,6,0,14,0,0,0,0,1,62,0,2,0,0,1,0,9
OG5_166812,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OG5_158278,0,0,0,0,0,0,0,0,43,0,0,2,0,0,0,0
OG5_139705,2,1,13,0,0,46,0,77,51,0,0,4,1,1,0,4
OG5_136021,12,1,31,0,0,0,0,1,130,2,15,32,6,0,0,8
OG5_132448,0,1,0,0,0,48,0,346,0,0,0,0,1,0,0,0
OG5_132449,15,27,16,0,2,0,3,0,124,2,6,8,16,0,0,73
OG5_132447,17,11,28,0,1,9,2,206,97,1,1,4,18,2,0,47
OG5_132444,0,2,1,0,0,26,1,388,3,0,0,0,1,0,0,17
OG5_132445,0,1,0,0,0,0,0,419,0,0,0,1,0,0,0,0
OG5_132442,6,0,0,0,0,48,0,262,2,1,0,0,5,0,0,0
OG5_132116,0,2,1,0,0,20,0,346,1,0,1,0,2,0,0,2
OG5_132117,1,32,14,0,4,0,1,0,15,0,2,1,1,0,0,10
OG5_168222,7,2,7,0,1,0,0,14,41,0,0,8,0,0,0,29
OG5_144947,11,2,4,0,1,0,0,0,9,0,1,1,13,0,0,1
OG5_143780,2,13,1,0,0,0,0,0,19,1,2,2,0,0,0,10
OG5_128851,27,61,34,0,3,0,2,1,212,4,2,35,16,2,0,72
OG5_143787,0,12,2,0,0,0,0,0,4,0,0,0,1,1,0,3
OG5_129528,22,72,25,0,0,0,3,0,123,3,4,17,16,2,0,57
OG5_143050,3,0,2,0,0,0,0,0,12,12,1,0,3,0,0,2
OG5_134917,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
OG5_139393,11,16,27,0,0,0,0,8,88,1,2,9,0,1,0,123
OG5_134841,19,25,10,0,1,0,0,0,57,0,2,9,7,0,0,12
OG5_171052,0,2,3,0,0,0,1,76,30,0,0,1,1,0,0,4
OG5_146442,0,1,0,0,0,0,0,0,2,12,1,0,0,0,0,4
OG5_146445,22,0,27,0,1,0,0,21,81,0,2,6,16,1,0,3
OG5_141324,2,10,17,0,1,0,2,0,63,0,4,2,0,0,0,119
OG5_141495,1,12,8,0,2,0,1,1,39,11,2,0,0,0,0,51
OG5_171057,0,1,0,0,0,1,0,63,0,0,1,1,0,0,0,0
OG5_141329,13,17,16,0,3,8,0,5,160,3,9,20,6,1,0,131
OG5_141328,8,3,17,0,0,1,6,1,50,10,7,7,0,2,0,71
OG5_141499,5,18,3,0,3,0,1,0,6,0,0,0,2,0,0,4
OG5_151292,0,1,0,0,0,0,0,1,5,0,0,1,0,0,0,14
OG5_139392,4,3,10,0,0,0,0,2,28,0,0,3,5,1,0,16
OG5_143421,1,3,0,0,0,0,0,0,3,10,0,0,0,0,0,7
OG5_129510,6,23,3,0,1,77,1,410,27,0,3,4,11,0,0,73
OG5_129511,17,35,28,0,0,33,0,493,109,0,0,13,19,1,0,15
OG5_129512,18,21,32,0,1,50,0,167,79,15,6,22,12,1,0,106
OG5_129513,22,67,20,0,3,1,4,0,100,3,5,10,15,1,0,53
OG5_129514,28,33,37,0,1,7,5,17,173,18,8,8,18,1,0,143
OG5_129523,1,63,9,0,3,3,3,38,145,0,3,5,0,2,0,69
OG5_129516,17,39,24,0,2,23,1,156,111,14,8,14,12,2,0,161
OG5_129517,23,60,35,0,1,0,5,4,141,18,7,16,11,2,0,128
OG5_129519,24,19,27,0,0,0,1,242,122,0,4,14,18,1,0,101
OG5_149376,7,9,22,0,0,0,0,0,39,0,1,1,1,1,0,14
OG5_149377,13,2,29,0,2,0,0,4,92,7,3,6,4,1,0,130
OG5_149374,0,0,0,0,0,0,2,0,1,12,1,0,0,0,0,27
OG5_158491,5,9,13,0,1,1,1,1,89,1,6,8,0,0,0,103
OG5_142870,0,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0
OG5_155972,19,0,24,0,0,27,0,1,78,0,1,5,8,1,0,3
