,ee_bb,am_ib,ba_aq,ba_ar,am_ar,ba_fu,ex_fb,ba_is,am_is,ee_ib,ba_el,ex_ob,ba_ac,ba_ad,am_ab,ex_ox,am_my,am_mb,za_ba,ba_me,op_me,sr_st,ee_ce,ba_di,ba_cy,sr_ap,op_is,ee_cb,ex_ja,ex_jb,za_al,ba_df,ba_de,am_uk,ex_fo,za_as,op_ib,sr_rh,sr_ab,ee_cr,op_mb,am_ub,pl_gl,sr_rb,ba_pl,ee_hb,ex_eb,ee_ha,ba_pg,za_eu,ba_pd,za_ep,ba_pb,ba_pa,ex_eu,ba_ca,za_eh,ba_le,ee_br,za_ea,za_eb,za_ec,ba_cr,ba_cp,ex_is,ba_cv,ee_ub,ba_ts,ba_ge,ee_uk,ex_ma,ex_mb,ex_ib,ba_th,sr_di,ba_ch,ba_cn,ex_pb,ba_te,am_va,za_em,am_vb,ba_cd,sr_db,ba_fe,ba_sp,pl_gb,ex_pa,op_cb,ba_sy,op_ch,ee_ab,za_ey,ba_fn,am_db,sr_ch,sr_ci,ee_is,za_th,sr_cb,ba_fc,za_et,ba_ba,ex_he,ee_ap,ex_hb,pl_gr,ba_bi,ba_ft,ba_fb,am_di,sr_pe,ba_nt,am_tb,za_cr,op_fu,am_th,ba_bc,am_tu,op_nu,pl_rh,sr_pb,sr_sb,sr_ci_s,ba_ni,op_fb,pl_rb,op_ic,
OG5_126865,2,7,11,1,3,10,0,0,8,2,2,1,31,14,4,0,11,6,0,0,16,76,4,2,94,7,0,8,1,1,0,4,9,0,0,0,0,58,2,15,2,1,5,44,16,4,3,11,31,0,33,0,19,29,7,7,0,3,2,0,0,0,1,2,0,14,1,5,3,1,2,0,1,10,35,23,0,0,3,2,0,0,10,32,1,15,19,0,0,11,0,3,0,1,19,1,36,3,0,69,11,0,33,3,4,1,28,2,2,11,20,3,1,134,0,19,1,18,83,0,13,0,22,24,2,0,5,3,
OG5_126864,1,3,0,0,0,0,0,0,10,2,0,0,1,0,3,0,12,1,0,0,22,78,4,0,98,9,0,1,3,0,0,0,0,1,0,0,0,70,0,14,3,0,5,14,0,2,1,16,24,0,10,0,19,31,7,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,2,0,0,0,36,0,0,0,0,2,0,0,0,4,0,1,4,0,0,0,1,2,0,0,10,2,67,1,0,46,1,0,0,5,5,0,35,0,0,0,26,3,0,50,0,17,1,0,139,0,15,0,19,44,0,0,0,3,
OG5_126867,0,1,0,0,5,0,0,0,9,0,0,0,0,0,0,1,16,0,1,0,27,84,4,0,0,10,0,0,6,0,0,0,0,1,2,5,0,79,0,15,0,0,5,0,0,0,0,16,0,2,0,1,0,0,9,0,25,0,3,2,4,4,0,0,1,0,0,0,0,1,3,0,0,0,35,0,0,0,0,2,19,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,144,4,0,5,0,3,0,5,6,0,38,0,0,0,32,2,0,0,17,20,1,0,161,0,16,0,0,54,0,0,0,3,
OG5_126866,2,9,12,1,5,8,0,0,5,3,2,1,27,15,5,1,6,6,0,0,27,78,4,0,10,7,0,11,2,1,0,3,9,1,0,3,0,77,1,14,6,1,3,44,11,6,4,16,30,0,22,0,13,29,9,5,25,1,0,0,0,0,0,1,0,2,0,3,2,1,0,1,0,10,36,11,0,0,1,1,0,1,2,24,1,2,15,0,0,9,1,5,0,1,18,1,59,4,1,81,10,0,10,0,4,1,29,1,0,14,18,2,1,99,0,3,0,15,131,0,10,0,31,19,2,0,3,2,
OG5_126869,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,1,11,0,0,0,17,77,1,0,0,6,0,0,4,0,0,0,0,1,1,0,0,68,0,15,0,0,5,0,0,0,0,11,0,0,0,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,0,0,2,0,0,0,5,0,0,0,2,0,0,1,0,0,0,0,1,55,3,0,0,0,0,0,3,6,0,26,0,0,0,28,2,0,0,0,20,1,0,140,0,16,0,0,46,0,0,0,3,
OG5_126868,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,1,14,0,0,0,25,72,4,0,0,9,0,0,3,0,0,0,0,1,1,0,0,77,0,15,0,0,4,0,0,0,0,15,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,59,5,0,0,0,0,0,4,6,0,37,0,0,0,28,2,0,0,0,20,1,0,144,0,17,0,0,44,0,0,0,3,
OG5_165939,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,4,0,5,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,
OG5_131174,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,11,0,0,0,3,0,0,54,0,6,1,0,82,0,0,0,2,2,0,0,0,0,
OG5_131483,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,1,0,0,45,0,1,0,0,25,0,0,0,2,
OG5_134987,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,1,0,7,0,0,0,8,0,0,9,0,5,0,0,79,0,0,0,2,2,0,0,0,0,
OG5_134981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0,1,3,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,
OG5_134980,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,1,0,0,0,0,
OG5_134983,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,13,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,3,0,2,0,0,0,20,0,0,0,0,0,0,0,104,0,1,0,0,2,0,0,0,2,
OG5_139367,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,4,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,10,0,2,0,0,3,0,0,0,1,
OG5_139365,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,15,80,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,39,0,15,0,0,1,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,1,0,25,0,0,0,17,0,0,0,0,3,0,0,86,0,0,0,1,18,0,0,0,0,
OG5_134989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,0,
OG5_139547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,
OG5_139361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_129091,0,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,8,59,2,0,0,8,0,1,1,0,0,0,0,0,0,0,0,20,0,11,0,0,4,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,1,0,0,0,1,1,0,29,0,0,0,12,3,0,0,0,8,1,0,26,0,14,0,0,10,0,0,0,3,
OG5_129090,0,0,0,0,4,0,0,0,11,0,0,1,0,0,1,1,12,0,0,0,19,32,3,0,0,3,0,0,1,0,0,0,0,1,0,0,0,36,0,14,0,0,5,5,0,0,0,14,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,25,4,0,0,0,0,0,2,4,0,32,0,0,0,24,0,0,2,0,18,1,0,95,0,14,0,1,13,0,0,0,3,
OG5_129093,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,17,72,4,0,0,4,0,0,2,0,0,0,0,1,0,0,0,57,0,11,1,0,3,1,0,0,0,10,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,4,0,0,0,0,0,3,6,0,22,0,0,0,24,0,0,0,0,14,1,0,98,0,6,0,0,46,0,0,1,3,
OG5_169935,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,12,12,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,
OG5_129095,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,11,0,0,0,15,55,3,0,0,4,0,0,0,0,0,0,0,1,0,0,0,23,0,10,0,0,4,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25,3,0,1,0,0,0,3,5,0,22,0,0,0,18,3,0,0,0,15,1,0,35,0,11,0,0,32,0,0,0,3,
OG5_129094,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,17,51,2,0,0,4,0,0,2,0,0,0,0,1,1,0,0,34,0,9,0,0,4,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,3,2,0,26,0,0,0,18,2,0,1,0,15,1,0,44,0,11,0,0,1,0,0,0,3,
OG5_169930,1,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,0,0,1,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,18,0,0,6,0,0,1,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,
OG5_129096,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,13,0,0,0,16,65,4,0,0,5,0,0,2,0,0,0,0,1,0,0,0,54,0,10,0,0,3,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,4,0,0,0,0,0,3,5,0,28,0,0,0,23,1,0,0,0,15,1,0,56,0,10,0,0,18,0,0,0,3,
OG5_129099,2,1,11,1,1,4,0,0,5,0,2,0,27,16,3,0,6,2,1,0,1,71,3,2,100,2,0,2,0,1,1,3,9,1,0,3,0,15,1,15,3,0,1,24,15,1,2,13,30,0,32,2,18,32,1,1,24,2,0,2,4,4,1,1,0,16,1,4,2,0,0,0,0,3,29,19,0,0,0,0,19,0,0,14,1,11,8,0,0,9,0,3,1,1,8,1,6,1,2,64,14,2,24,0,3,0,32,2,2,11,7,0,1,43,11,14,0,18,68,0,16,0,8,3,3,0,1,3,
OG5_129098,0,0,0,0,1,0,0,0,5,0,0,0,17,10,0,0,6,2,0,0,16,24,2,0,30,1,0,1,0,1,0,0,0,1,0,0,0,45,0,7,0,1,0,7,16,0,0,8,4,0,11,0,4,1,4,0,0,1,1,0,0,0,0,0,0,5,0,0,3,0,1,0,0,0,28,7,0,0,0,1,0,1,7,3,0,1,0,2,0,0,1,0,0,0,2,1,50,2,0,11,0,0,1,1,5,0,12,0,1,0,21,1,0,21,0,10,1,0,100,0,7,0,1,45,0,0,0,3,
OG5_138367,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,6,0,0,0,7,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,
OG5_135856,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,
OG5_135857,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,9,0,0,0,10,0,5,0,10,16,0,0,4,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,5,0,0,0,1,0,2,0,0,6,0,1,0,0,56,4,0,4,0,0,0,0,0,0,1,0,0,0,52,0,0,0,1,1,0,0,0,3,0,0,0,0,0,
OG5_149927,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_174725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,12,0,2,0,0,0,0,0,0,0,
OG5_146658,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,1,0,0,1,0,6,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,1,2,0,2,0,0,13,9,0,2,0,1,0,6,0,0,10,0,0,0,10,0,0,0,0,1,0,2,0,0,1,0,0,0,0,
OG5_131359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_131358,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,1,11,0,0,0,22,45,4,0,0,2,0,0,4,0,0,0,0,1,0,0,0,60,0,15,0,0,2,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,44,4,0,0,0,0,0,2,6,0,23,0,0,0,29,0,0,0,0,0,1,0,117,0,1,0,0,41,0,0,0,2,
OG5_131357,2,1,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,7,25,2,0,4,1,0,2,3,1,0,0,0,0,0,0,0,11,0,11,2,0,1,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,1,0,0,0,0,28,2,0,1,0,0,0,2,4,1,11,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,2,25,0,0,0,1,
OG5_134184,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,1,12,0,0,0,17,31,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,57,0,11,0,0,2,1,1,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,42,1,0,0,0,0,0,2,3,0,7,0,0,0,20,2,0,1,0,7,1,0,121,0,1,0,0,32,0,0,0,1,
OG5_134187,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,1,16,0,0,0,19,21,4,0,0,0,0,0,6,0,0,0,0,1,1,0,0,67,0,2,0,0,2,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,22,5,0,0,0,0,0,5,5,0,2,0,0,0,31,0,0,0,0,15,1,0,149,0,1,0,0,38,0,0,0,2,
OG5_131354,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,1,13,0,0,0,22,33,3,0,0,3,0,0,3,0,0,0,0,1,0,0,0,21,0,8,0,0,1,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,38,3,0,0,0,0,0,2,5,0,11,0,0,0,26,0,0,0,0,12,1,0,71,0,8,0,0,22,0,0,0,3,
OG5_131353,0,0,0,0,4,0,0,0,4,1,0,0,0,0,0,0,7,0,0,0,12,46,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,45,0,9,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0,0,0,3,2,0,15,0,0,0,13,0,0,0,0,7,1,0,55,0,4,0,0,2,0,0,0,2,
OG5_146651,1,1,5,0,0,0,0,0,0,0,1,0,14,9,1,0,0,1,0,0,0,0,0,0,82,0,0,1,0,0,0,3,7,0,0,0,0,1,0,0,1,1,0,8,0,0,0,0,6,0,12,0,1,4,0,5,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,1,13,0,0,0,0,0,0,0,0,0,15,12,0,0,5,0,2,0,0,1,0,0,0,0,43,5,0,11,0,0,0,2,0,0,3,0,0,1,21,0,0,0,2,0,0,0,0,7,1,1,0,0,0,
OG5_134183,1,0,0,0,2,4,0,0,2,0,1,0,26,7,1,0,0,1,0,0,3,18,3,0,93,0,0,2,1,0,0,1,2,0,0,0,0,8,0,2,2,0,2,17,1,1,0,3,16,0,13,1,14,30,1,0,4,1,1,0,4,4,1,0,0,4,0,0,0,0,0,0,0,1,7,5,0,0,0,0,19,0,2,2,0,5,1,0,0,5,0,2,1,0,4,0,3,0,1,38,5,0,3,0,0,0,8,0,0,4,5,0,0,22,2,0,0,1,47,0,0,0,5,3,0,0,0,0,
OG5_131350,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,11,38,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,27,0,10,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,0,22,0,0,0,3,0,0,0,0,6,0,0,31,0,3,0,0,0,0,0,0,2,
OG5_142216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
OG5_139545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,13,0,0,5,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,24,0,0,0,2,0,0,0,0,0,0,0,41,0,19,0,1,10,0,0,0,0,
OG5_137078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
OG5_140501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,31,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,2,0,
OG5_128881,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,0,0,0,22,31,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,33,0,14,0,0,5,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,34,5,0,0,0,0,0,4,2,0,30,0,0,0,22,0,0,0,0,16,1,0,19,0,13,0,0,31,0,0,0,3,
OG5_177284,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,2,0,0,5,0,0,0,0,3,0,0,0,1,1,0,0,0,0,
