,ba,ee_ab,ee_bb,am_db,ee_cb,ex_jb,sr_cb,za,ex_mb,sr_db,ex_ob,op_ib,ex_hb,sr_ab,sr_pb,op_mb,ee_ib,sr_sb,am_ab,ex_fb,ee_hb,am_tb,ee_ub,am_vb,am_ib,ex_ib,am_ub,ex_pb,am_mb,op_cb,ex_eb,sr_rb,op_fb,pl_rb,pl_gb
OG5_141495,1,0,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_171057,60,0,0.333333333,0.066666667,0.111111111,0.142857143,0.063414634,1,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0.025806452,0,0,0.153846154,0,1,0,0.0625,0,0,0.042857143,0,0,0
OG5_141329,5,0,0,0.2,0.222222222,0,0.102439024,8,0,0.25,0,0,0,0,0,0.045454545,0,0.095238095,0.333333333,0,0,0.090322581,0,1,0.307692308,0,0,0,0.0625,0,0,0.185714286,0,0,0.025
OG5_134849,90,0,0,0,0,0,0.024390244,0,0,0.225,0,0,0,0,0,0,0.2,0.023809524,0,0,0.375,0.032258065,0,0,0,0,1,0,0.1875,0,0,0,0,0.055555556,0
OG5_141499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_155297,26,0,0.333333333,0.033333333,0,0,0.019512195,1,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0.019354839,0,0,0,0,0,0,0,0,0,0.057142857,0,0,0
OG5_151292,1,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0
OG5_139392,2,0,0,0,0,0,0.014634146,0,0,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042857143,0,0,0.1
OG5_129510,385,0.6,0,0.133333333,0.333333333,0.142857143,0.356097561,64,0,0,0,0,0,0,0,0.090909091,0.2,0.05952381,0.166666667,0,0.0625,0.296774194,1,0,0.076923077,0,1,0,0.125,1,0,0.314285714,0,0,0.15
OG5_129511,461,0.4,0,0.2,0.055555556,0.142857143,0.253658537,30,0,0.025,1,0,0,0,0,0,0,0.035714286,0.5,0,0.0625,0.24516129,1,0,0.230769231,0,1,0,0.0625,0,0,0.271428571,0,0,0.575
OG5_129512,156,0.2,0,0.233333333,0,0,0.204878049,46,0,0,0,0,0,0,0,0,0.2,0.047619048,0.5,0,0,0.122580645,0,0,0.076923077,0,0,0,0.0625,0,0,0.128571429,0,0,0
OG5_143430,0,0,0,0,0,0,0.004878049,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_129514,16,0,0,0.133333333,0,0,0.082926829,6,0,0.175,0,0,0,0,0,0,0,0.047619048,0.166666667,0,0.25,0.096774194,0,0,0.153846154,0,0,0,0.0625,0,0,0.142857143,0,0,0.2
OG5_129523,38,0.2,0,0.033333333,0,0,0.053658537,3,0,0.075,0,0,0,0,0,0,0.2,0.023809524,0.333333333,0,0,0.058064516,1,0,0,0,1,0,0,0,0,0.157142857,0,0,0.025
OG5_129516,151,0.2,0,0.266666667,0,0,0.07804878,22,0,0,0,0,0,0,0,0.045454545,0.4,0.071428571,0.166666667,0,0,0.083870968,0,0,0.384615385,0,1,0,0.25,0,0,0.1,0,0.055555556,0.025
OG5_129517,4,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_129519,218,0.8,0,0.566666667,0.277777778,0,0.214634146,0,0.333333333,0.275,0,0,0,0,0,0.045454545,0,0.416666667,0.166666667,0,0.375,0.283870968,1,0,0.461538462,0,1,0,0.4375,0,0.2,0.328571429,0,0.055555556,0.55
OG5_129676,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_149376,0,0,0,0.133333333,0.222222222,0,0.009756098,0,0,0.275,0,0,0,0,0,0,0,0.05952381,0,0,0.0625,0.019354839,0,1,0,0,0,1,0,0,0,0.042857143,0,0,0.05
OG5_149377,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_158491,0,0,0,0,0.055555556,0,0.019512195,1,0,0.15,0,0,0,0,0,0,0.2,0.011904762,0,0,0,0.070967742,0,0,0.076923077,0,0,0,0.0625,0,0,0.057142857,0,0,0.025
OG5_155972,1,0.2,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012903226,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_128203,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_128202,0,0.2,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0.05
OG5_128201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_128200,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_128207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_141140,40,0,0,0.2,0.5,0,0.102439024,0,0,0.05,0,0,0,0,0,0,0,0.023809524,0.333333333,0,0.1875,0.058064516,0,0,0.076923077,0,0,0,0.125,0,0,0.142857143,0,0.055555556,0.525
OG5_128205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0
OG5_128204,12,0,0,0.266666667,0,0,0.043902439,0,0.333333333,0,0,1,0,0,0,0,0.2,0,0,0,0.3125,0.077419355,0,0,0,0,0,0,0,0,0,0.042857143,0,0.055555556,0.025
OG5_139795,2,0,0,0,0.111111111,0,0,0,0,0.075,0,0,0,0,0,0,0,0.119047619,0,0,0,0.025806452,0,0,0,0,0,0,0,0,0,0.057142857,0,0,0.025
OG5_135469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_163374,79,0,0,0.233333333,0,0,0.12195122,4,0.333333333,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0.606451613,0,0,0.076923077,0,1,0,0.125,0,0,0.1,0,0,0
OG5_135461,4,0.2,0,0.066666667,0.055555556,0,0.048780488,1,0,0.1,0,0,0,0,0,0,0,0.011904762,0,0,0.0625,0.083870968,0,0,0.076923077,0,0,0,0.0625,0,0,0.071428571,0,0.055555556,0.025
OG5_135460,46,0.4,0,0.3,0.055555556,0.142857143,0.136585366,0,0.666666667,0,0,0,0,0,0,0,0.2,0.047619048,0.333333333,0,0,0.109677419,0,0,0.230769231,0,0,0,0.125,0,0,0.128571429,0,0.055555556,0.1
OG5_135464,172,0.4,0.333333333,0.1,0.166666667,0.142857143,0.180487805,0,0,0.025,1,0,0,0,0,0,0,0.083333333,0.166666667,0,0,0.2,0,0,0.153846154,0,0,0,0,0,0,0.228571429,0,0.111111111,0.575
OG5_134512,8,0,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_134513,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_134511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_134516,121,0,0,0.2,0.222222222,0,0.063414634,1,0.333333333,0.45,0,0,0,0,0,0,0.2,0.035714286,0,0,0,0.277419355,0,0,0.307692308,0,1,0,0.1875,0,0,0.028571429,0,0.055555556,0.075
OG5_131749,448,1,0.333333333,0.366666667,0.277777778,0,0.458536585,0,0,0,1,0,0.25,0.5,0,0,0.2,0.107142857,0.666666667,0,0,0.44516129,1,0,0.230769231,0,0,0,0.1875,0,0,0.385714286,0,0.111111111,0.3
OG5_134514,4,0,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.025
OG5_134515,6,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.014285714,0,0,0
OG5_139397,94,0,0,0,0,0,0.004878049,0,0,0.575,0,0,0,0,0,0,0,0.154761905,0,0,0.5,0.012903226,0,0,0,0,0,0,0,0,0.2,0.1,0,0.222222222,0.6
OG5_131746,50,0,0,0.1,0.111111111,0,0.063414634,2,0,0.1,0,0,0,0,0,0.045454545,0.2,0.047619048,0,0,0.25,0.070967742,0,0,0,0,0,0,0.0625,0,0,0.085714286,0,0.055555556,0.1
OG5_131747,159,0.2,0,0.1,0.166666667,0,0.03902439,17,0.333333333,0.125,0,0,0,0,0,0,0.2,0.035714286,0,0,0.125,0.135483871,0,0,0.076923077,0,0,0,0,0,0.2,0.057142857,0,0,0.5
OG5_131740,385,0.2,0,0.133333333,0.111111111,0,0.23902439,0,0,0,1,0,0,0,0,0,0,0.095238095,0.333333333,0,0.0625,0.270967742,0,0,0.076923077,0,0,0,0.0625,0,0,0.328571429,0,0,0.525
OG5_139177,6,0.6,0,0.066666667,0.555555556,0.142857143,0.029268293,0,0.333333333,0.5,0,0,0.25,0,0,0,0,0.261904762,0.166666667,0,0.1875,0.070967742,0,0,0.076923077,0,0,0,0.0625,0,0,0.028571429,0,0.055555556,0.2
OG5_139176,50,0,0,0,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.042857143,0,0,0.45
OG5_139178,32,0.2,0,0.233333333,0,0,0.082926829,4,0,0.075,0,0,0,0.5,0,0,0,0.011904762,0,0,0,0.064516129,0,0,0.076923077,0,0,0,0,0,0,0.128571429,0,0,0.125
OG5_130167,25,0.2,0,0.266666667,0.111111111,0,0.058536585,0,0,0.225,0,0,0,0,0,0,0.2,0.071428571,0,0,0.3125,0.329032258,0,0,0.384615385,0,1,0,0.0625,0,0,0.128571429,0,0,0.1
OG5_130166,208,0.6,0.333333333,0.5,0.277777778,0.285714286,0.243902439,7,0.333333333,0.45,0,0,0.25,0,0,0.045454545,0.2,0.178571429,0.166666667,0,0.5,0.780645161,1,0,0.307692308,0,1,0,0.3125,0,0.2,0.328571429,0,0,0.225
OG5_130165,5,0,0,0.066666667,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0.070967742,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_130163,4,0,0,0.033333333,0,0,0.004878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_130162,0,0,0,0,0,0,0,0,0,0.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_169894,0,0,0,0,0,0,0.019512195,0,0,0.025,0,0,0,0,0,0,0,0.011904762,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_130169,147,0.2,0,0.066666667,0.166666667,0,0.195121951,8,0,0.475,0,0,0,0,0,0.090909091,0,0.214285714,0,0,0.25,0.464516129,1,0,0.230769231,0,1,0,0.25,0,0.2,0.242857143,0,0,0.175
OG5_141150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_169090,2,0.4,0.333333333,0.133333333,0.555555556,0,0.034146341,0,0.333333333,0.3,0,0,0.25,0,0,0.045454545,0,0.107142857,0,0,0.3125,0.109677419,0,1,0.153846154,0,0,1,0.0625,0,0,0.1,0,0.222222222,0.125
OG5_150652,20,0.4,0,0.066666667,0,0,0.014634146,0,0,0,0,0,0,0,0,0,0,0.011904762,0.5,0,0,0.04516129,0,0,0.076923077,0,0,0,0,0,0,0.014285714,0,0,0
OG5_150651,24,0,0,0.066666667,0,0,0.048780488,0,0,0,0,0,0,0,0,0,0,0.023809524,0.5,0,0,0.025806452,0,0,0,0,0,0,0.0625,0,0,0.071428571,0,0,0
OG5_128213,90,0,0,0,0,0,0.004878049,1,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0.012903226,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.025
OG5_143893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012903226,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_155518,70,0,0,0,0,0,0.043902439,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04516129,0,0,0,0,0,0,0,0,0,0.085714286,0,0,0
OG5_155513,19,0.4,0,0.1,0,0.142857143,0.058536585,0,0.666666667,0.15,1,0,0,0,0,0,0,0.047619048,0.5,0,0,0.083870968,0,0,0,0,0,0,0,0,0,0.114285714,0,0,0.025
OG5_155512,48,0.6,0,0,0,0.142857143,0.092682927,1,0,0.5,0,0,0,0,0,0,0.2,0.011904762,0,0,0,0.116129032,1,0,0.230769231,0,0,0,0.0625,0,0,0.142857143,0,0,0
OG5_152231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_155510,4,0,0,0,0,0,0.009756098,3,0,0,1,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.057142857,0,0.111111111,0.05
OG5_155516,66,0,0.333333333,0.033333333,0.388888889,0,0.102439024,3,0,0,0,0,0,0,0,0,0.2,0.023809524,0,0,0,0.070967742,1,0,0,0,0,0,0,0,0.4,0.071428571,0,0,0.025
OG5_162953,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025
OG5_169542,2,0.4,0,0.2,0.333333333,0,0.014634146,0,0,0.25,0,0,0,0,0,0,0,0.095238095,0,0,0.1875,0.103225806,0,0,0.076923077,0,0,0,0,0,0.2,0.028571429,0.333333333,0.055555556,0.15
OG5_169236,30,0,0,0.033333333,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019354839,0,0,0,0,0,0,0,0,0,0.042857143,0,0,0
OG5_150286,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0.055555556,0.4
OG5_136914,78,0.2,0,0.033333333,0,0,0.141463415,0,0,0,0,0,0,0,0,0,0.4,0.035714286,0.166666667,0,0,0.04516129,0,0,0.076923077,0,0,0,0.0625,0,0,0.071428571,0,0.055555556,0.275
OG5_136915,197,0.2,0,0.4,0,0.142857143,0.068292683,5,0.333333333,0.075,0,0,0,0,0,0,0.4,0,0,0,0,0.129032258,0,1,0.076923077,0,0,0,0.5625,0,0,0.1,0,0,0.075
OG5_136917,36,0,0,0.033333333,0,0,0.058536585,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0.04516129,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0
OG5_136910,57,0.6,0,0.033333333,0.222222222,0,0.195121951,0,0,0.1,0,0,0,0.5,0,0,0.2,0.130952381,0.166666667,0,0,0.161290323,0,0,0.076923077,0,0,0,0.25,0,0,0.185714286,0,0,0.05
OG5_136911,224,0.4,0,0.1,0.055555556,0.142857143,0.214634146,11,0,0,1,0,0,0,0,0.045454545,0,0.05952381,0.166666667,0,0,0.290322581,1,0,0.076923077,0,1,0,0.125,0,0,0.2,0,0,0
OG5_136912,205,0.4,0,0.2,0.055555556,0,0.229268293,0,0,0,0,0,0,0,0,0,0.4,0.107142857,0.333333333,0,0.0625,0.212903226,0,0,0.153846154,0,0,0,0.0625,0,0.2,0.157142857,0,0.055555556,0.05
OG5_136918,31,0,0,0.033333333,0,0,0.029268293,0,0,0,0,0,0,0,0,0,0,0.011904762,0.166666667,0,0,0.058064516,0,0,0.076923077,0,0,0,0,0,0.2,0.028571429,0,0,0.075
OG5_144509,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_150283,5,0,0,0,0.055555556,0,0.014634146,0,0,0.2,0,0,0,0,0,0,0,0.011904762,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.05
OG5_172499,4,0,0,0.066666667,0,0,0.004878049,2,0,0.05,1,0,0,0,0,0.045454545,0.2,0.023809524,0.166666667,0,0.0625,0.025806452,0,0,0.076923077,0,0,0,0.1875,0,0,0.028571429,0,0,0.025
OG5_137355,48,0,0,0.033333333,0,0,0.03902439,29,0,0,0,0,0,0,0,0,0,0.011904762,0.666666667,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.025
OG5_137354,98,0,0,0,0,0,0.014634146,62,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0.019354839,0,1,0,0,0,0,0,0,0,0.042857143,0,0,0.05
OG5_137357,305,0.2,0,0.1,0.055555556,0,0.102439024,46,0,0,0,0,0,0,0,0,0,0.023809524,0.333333333,0,0.0625,0.141935484,1,0,0.076923077,0,0,0,0,0,0,0.185714286,0,0,0.275
OG5_137356,102,0.6,0,0.166666667,0.166666667,0,0.253658537,7,0,0.375,0,0,0,0,0,0,0.4,0.285714286,0,0,0.375,0.477419355,1,0,0.384615385,0,0,0,0.0625,0,0,0.271428571,0,0,0.15
OG5_137351,7,0,0,0,0,0,0.009756098,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_137350,41,0,0,0,0,0,0.07804878,6,0,0.075,0,0,0,0,0,0.045454545,0,0.047619048,0,0,0,0.04516129,0,0,0.076923077,0,1,0,0,0,0,0.071428571,0,0,0.025
OG5_130217,0,0,0,0,0,0,0.004878049,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_137359,4,0,0,0.033333333,0.055555556,0,0.019512195,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0.019354839,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0
OG5_130267,0,0.2,0,0.1,0,0,0.004878049,0,0.333333333,0.025,0,0,0,0,0,0,0,0,0.333333333,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_134306,62,0,0,0.2,0,0.285714286,0.156097561,0,0,0.1,0,0,0,0,0,0.045454545,0,0.023809524,0.166666667,0,0,0.116129032,0,0,0.076923077,0,1,0,0.0625,0,0.2,0.028571429,0,0,0.025
OG5_143232,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_131155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_134300,194,0.4,0,0.1,0.055555556,0,0.326829268,1,0,0.025,0,0,0,0,0,0.045454545,0,0.023809524,0.166666667,0.5,0.0625,0.2,0,0,0,0,0,0,0.0625,0,0,0.257142857,0,0,0.375
OG5_132327,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_132323,223,0.2,0,0.1,0.111111111,0.142857143,0.146341463,8,0,0,1,0,0,0,0,0,0,0.047619048,0.166666667,0,0,0.051612903,0,0,0.076923077,0,1,0,0.0625,0,0,0.142857143,0,0,0.025
OG5_132322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.025
OG5_132321,6,0,0,0,0,0,0.009756098,0,0,0,0,0,0,0,0,0,0,0.011904762,0.166666667,0,0,0.012903226,0,0,0.076923077,0,0,0,0,0,0,0.028571429,0,0,0.125
OG5_135473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025
OG5_156606,5,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0.023809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_135470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025
OG5_132329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_143154,55,0.2,0,0.033333333,0,0,0.07804878,0,0,0,0,0,0,0,0,0.136363636,0,0.047619048,0.166666667,0,0,0.083870968,1,0,0,0,0,0,0,0,0,0.142857143,0,0,0
OG5_143157,135,0.2,0,0.2,0,0.142857143,0.141463415,0,0.333333333,0,0,0,0,0,0,0.090909091,0,0.023809524,0,0,0,0.090322581,0,0,0.076923077,0,0,0,0.125,0,0,0.114285714,0,0,0
OG5_143150,0,0,0,0,0.055555556,0,0.009756098,0,0,0.2,0,0,0,0,0,0,0,0.023809524,0,0,0,0.019354839,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0
OG5_163579,2,0.4,0,0.033333333,0,0,0.092682927,0,0,0,0,0,0,0,0,0,0,0.035714286,0.166666667,0,0,0.070967742,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0
OG5_163577,8,0,0,0.033333333,0,0,0.014634146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019354839,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_143158,54,0.2,0,0.066666667,0.111111111,0,0.082926829,0,0,0,0,0,0,0,0,0,0,0.035714286,0.166666667,0,0,0.064516129,0,0,0,0,0,0,0.0625,0,0,0.157142857,0,0,0
OG5_157851,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_127058,436,0.4,0.333333333,0.266666667,0.055555556,0.285714286,0.282926829,33,0.333333333,0,1,0,0,0,0,0.090909091,0,0.047619048,0.666666667,0,0,0.270967742,0,1,0.384615385,0,1,0,0.125,1,0,0.257142857,0,0,0.025
OG5_147141,80,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0.011904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0.4
OG5_127053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_127052,297,0.4,0.666666667,0.266666667,0.222222222,0.285714286,0.297560976,63,0,0.5,0,0,0,0,0,0.181818182,0.2,0.178571429,0.333333333,0,0.125,0.658064516,1,0,0.384615385,0,0,0,0.25,0,0.2,0.414285714,0,0,0.15
OG5_127051,0,0,0,0,0,0,0.019512195,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0
OG5_152142,78,0,0,0.033333333,0,0,0.068292683,5,0,0.225,0,0,0,0,0,0,0,0.011904762,0.166666667,0,0,0.070967742,0,0,0,0,1,0,0,0,0,0.042857143,0,0,0.2
OG5_127057,71,1,0,0.266666667,0.055555556,0.142857143,0.229268293,1,0,0.325,0,0,0,0.5,0,0.181818182,0,0.023809524,0.5,0,0,0.193548387,1,0,0.230769231,0,0,0,0.125,0,0,0.171428571,0,0,0.075
OG5_169772,57,0,0,0.066666667,0.055555556,0,0.034146341,1,0,0.075,0,0,0,0,0,0,0,0.035714286,0,0,0,0.051612903,0,0,0,0,1,0,0,0,0.2,0.057142857,0,0.222222222,0.025
OG5_127055,29,0,0,0.1,0.055555556,0.142857143,0.029268293,1,0,0,0,0,0,0,0,0,0.2,0.023809524,0,0,0,0.283870968,0,0,0,0,0,0,0.0625,0,0,0.057142857,0,0.055555556,0.025
OG5_127054,249,0.4,0.333333333,0.5,0.611111111,0.142857143,0.36097561,61,0,0.25,0,0,0,0,0,0.090909091,0.4,0.166666667,0.333333333,0,0.25,0.690322581,1,1,0.384615385,0,1,1,0.25,0,0.2,0.385714286,0.333333333,0.055555556,0.15
OG5_127585,20,0.4,0,0.066666667,0.111111111,0,0.053658537,48,0,0,0,0,0,0,0,0,0,0.023809524,0,0,0,0.038709677,0,0,0,0,0,0,0.0625,0,0,0.057142857,0,0,0
OG5_127584,86,0.4,0,0.166666667,0.222222222,0,0.204878049,1,0,0,0,0,0,0,0,0,0,0.035714286,0.166666667,0,0.0625,0.238709677,1,0,0.230769231,0,1,0,0,0,0,0.157142857,0,0,0.125
OG5_127587,0,0,0,0,0,0,0.004878049,0,0,0.025,0,0,0,0,0,0,0.2,0.011904762,0.333333333,0,0.0625,0.374193548,0,0,0,0,1,0,0,0,0,0,0,0.055555556,0.025
OG5_138308,0,0,0,0,0.111111111,0,0.009756098,0,0,0.075,0,0,0,0,0,0.045454545,0,0,0,0,0,0.361290323,0,0,0,0,0,0,0,0,0,0.114285714,0,0,0.025
OG5_127580,0,0,0,0,0,0,0.009756098,0,0,0.05,0,0,0,0,0,0,0,0.011904762,0,0,0,0.006451613,0,0,0,0,0,0,0,0,0,0,0,0,0.025
OG5_127583,15,0,0,0.2,0.111111111,0.142857143,0.034146341,0,0,0.1,0,0,0.25,0,0,0,0,0.047619048,0,0,0,0.135483871,0,1,0.384615385,0,0,0,0.25,0,0,0.014285714,0,0,0.025
OG5_127582,133,0,0.333333333,0.2,0,0.142857143,0.107317073,0,0,0.05,1,0,0.25,0,0,0,0.4,0.107142857,0.666666667,0,0.25,0.103225806,0,0,0.076923077,0,1,0,0.1875,0,0.2,0.057142857,0,0,0
OG5_136002,27,0,0,0.033333333,0,0,0.019512195,0,0,0.1,0,0,0,0,0,0,0,0.023809524,0,0,0,0.206451613,0,0,0.153846154,0,0,0,0.0625,0,0,0.028571429,0,0,0.025
OG5_130682,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG5_127589,2,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.025806452,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0.025
OG5_127588,149,0.4,0,0.333333333,0.222222222,0.285714286,0.341463415,21,0.333333333,0.75,0,0,0.25,0,0,0,0.2,0.226190476,0.166666667,0,0.0625,0.264516129,0,0,0.538461538,0,1,0,0.25,0,0.8,0.457142857,0,0,0.275
OG5_137651,10,0.2,0,0.066666667,0,0,0.034146341,0,0,0.125,0,0,0,0,0,0,0,0.023809524,0,0,0,0.04516129,1,0,0,0,0,0,0,0,0,0.3,0,0,0
OG5_156721,84,0.6,0,0.066666667,0.055555556,0,0.07804878,0,0,0,0,0,0,0,0,0,0.2,0.047619048,0.166666667,0,0,0.161290323,1,0,0.307692308,0,1,0,0.0625,0,0,0.157142857,0,0,0.025
