,Ba,EE,Sr,Op,Am,Za,Pl,Ex
OG5_128191,377,5,82,5,39,77,0,0
OG5_128190,4,0,4,0,0,0,3,0
OG5_132172,340,11,110,0,52,11,21,2
OG5_132173,0,0,0,0,1,3,0,0
OG5_132176,260,4,66,0,49,5,27,2
OG5_128199,123,14,100,3,96,15,8,3
OG5_128198,0,0,1,0,0,0,0,0
OG5_164124,1,0,0,0,0,1,0,0
OG5_164125,2,0,1,0,28,0,0,0
OG5_129712,2,0,6,0,5,0,3,0
OG5_129538,11,1,18,0,23,0,3,0
OG5_129710,8,20,16,0,57,0,6,2
OG5_142837,19,0,9,0,4,0,0,0
OG5_135195,0,0,0,0,1,0,0,0
OG5_129718,329,8,101,0,84,50,5,4
OG5_129719,2,3,25,0,4,0,0,0
OG5_126908,483,8,112,0,59,90,4,0
OG5_126909,111,28,140,2,145,0,22,6
OG5_126906,506,11,141,1,116,73,2,3
OG5_126907,0,0,8,0,1,81,0,0
OG5_126904,433,11,79,6,140,1,4,5
OG5_126902,0,0,0,0,1,0,1,0
OG5_126903,438,21,82,0,91,3,26,2
OG5_126900,0,0,2,0,2,93,0,0
OG5_126901,0,0,0,0,2,0,0,0
OG5_158780,63,1,31,0,7,0,0,0
OG5_131672,0,2,1,0,1,0,1,0
OG5_131673,58,5,59,2,16,0,6,2
OG5_141387,57,1,43,2,43,0,1,0
OG5_131675,368,7,98,0,72,11,20,1
OG5_134824,167,3,47,1,23,1,0,1
OG5_128723,0,0,7,0,1,0,1,0
OG5_131679,1,0,7,0,1,0,0,0
OG5_171038,32,0,15,0,5,0,0,0
OG5_141388,81,1,31,0,15,38,0,1
OG5_139085,0,0,0,0,0,0,2,0
OG5_139083,33,2,33,0,48,0,2,0
OG5_181014,3,0,1,0,9,0,4,0
OG5_143048,0,0,1,0,0,0,0,1
OG5_135991,0,1,3,0,5,0,1,0
OG5_143049,97,1,13,0,3,0,25,0
OG5_135997,106,2,6,0,18,0,1,0
OG5_131100,0,0,0,0,1,0,0,0
OG5_150769,0,0,1,0,0,0,0,0
OG5_146717,0,0,0,0,0,0,1,0
OG5_146716,0,1,0,0,0,0,0,0
OG5_156324,0,0,0,0,0,0,4,0
OG5_156327,0,0,0,0,0,0,1,0
OG5_153034,4,8,14,0,17,0,1,0
OG5_153035,5,0,0,0,2,0,0,1
OG5_153521,75,0,18,0,13,1,0,0
OG5_168126,93,0,30,0,18,5,2,0
OG5_128229,19,1,10,0,1,0,0,2
OG5_141122,0,0,0,0,0,2,0,0
OG5_157238,2,0,1,0,0,5,0,0
OG5_157239,0,0,1,0,2,2,0,0
OG5_130103,5,0,0,0,0,0,0,0
OG5_130102,0,1,2,0,0,1,0,0
OG5_130105,9,20,50,0,75,0,5,2
OG5_137732,15,0,9,0,6,0,0,0
OG5_130106,73,12,52,0,52,1,20,2
OG5_130109,0,3,8,0,19,0,1,1
OG5_130108,22,2,8,0,7,0,0,0
OG5_169387,64,5,62,0,128,0,2,1
OG5_169386,21,1,8,0,6,1,0,0
OG5_137739,135,7,59,0,26,12,5,1
OG5_136464,0,2,13,0,10,0,6,1
OG5_129469,108,14,99,1,99,20,6,4
OG5_136468,56,0,26,0,50,22,1,1
OG5_134646,0,0,1,0,0,0,0,0
OG5_134644,2,1,3,0,2,0,1,0
OG5_134641,0,0,3,0,0,0,0,0
OG5_145079,112,0,12,0,7,3,0,1
OG5_134648,0,0,1,0,1,0,0,0
OG5_134649,0,0,0,0,2,0,0,1
OG5_137593,0,0,0,0,1,0,0,0
OG5_128224,0,0,1,0,0,3,0,0
OG5_137844,51,4,23,0,9,3,0,0
OG5_137102,14,0,2,0,0,0,0,0
OG5_128247,0,0,2,0,0,0,0,0
OG5_140005,5,0,2,0,1,0,0,0
OG5_126899,448,21,157,5,105,81,28,2
OG5_176095,11,0,1,0,6,2,0,0
OG5_176093,32,0,21,0,19,4,0,0
OG5_133030,115,5,22,0,7,0,2,0
OG5_133031,2,1,4,0,6,0,3,0
OG5_133033,0,1,0,0,0,0,0,0
OG5_150425,75,4,39,0,15,3,11,0
OG5_133038,0,0,1,0,0,0,0,0
OG5_127321,3,2,4,0,0,5,0,0
OG5_142267,0,0,2,0,0,0,1,0
OG5_127320,1,0,12,0,3,0,4,0
OG5_142269,0,0,1,0,0,0,0,0
OG5_150420,0,0,0,0,0,0,1,0
OG5_145961,1,1,20,0,30,0,0,1
OG5_127490,13,0,7,0,0,94,0,0
OG5_127497,0,0,1,0,0,86,0,0
OG5_135580,2,1,27,0,7,0,1,0
OG5_146923,73,1,10,0,3,34,0,1
OG5_126744,528,26,234,2,152,63,30,8
OG5_126745,488,7,85,0,41,94,10,3
OG5_126746,341,17,138,1,100,37,15,2
OG5_126747,212,4,56,3,23,31,3,2
OG5_126740,0,2,7,0,4,0,10,1
OG5_126741,1,2,2,0,3,1,0,0
OG5_126742,98,4,29,0,87,25,3,0
OG5_126743,8,0,3,0,11,0,0,0
OG5_147031,0,0,0,0,1,0,0,0
OG5_126748,14,5,21,0,20,0,0,1
OG5_126749,0,1,5,0,2,0,0,0
OG5_147034,19,0,3,0,2,0,0,0
OG5_134312,0,0,1,0,0,0,0,0
OG5_139254,0,0,1,0,1,0,0,0
OG5_136640,96,1,26,0,7,26,9,0
OG5_136641,196,3,42,0,30,29,14,0
OG5_136643,36,0,6,0,4,0,0,0
OG5_136645,2,5,15,0,18,1,3,0
OG5_136647,3,0,3,0,0,0,3,0
OG5_133698,1,2,7,1,19,0,0,0
OG5_133699,0,2,9,0,9,0,0,0
OG5_133694,26,3,53,0,24,0,1,1
OG5_133695,34,6,14,0,5,4,1,1
OG5_133690,17,5,15,0,58,0,4,1
OG5_133693,94,4,41,0,36,7,1,0
OG5_128242,0,1,13,0,0,0,1,0
OG5_129506,0,0,1,0,0,0,0,0
OG5_171568,24,0,2,0,5,0,0,0
OG5_145021,4,0,1,0,0,0,0,0
OG5_132341,189,8,72,1,41,13,5,1
OG5_132616,0,0,1,0,0,0,1,0
OG5_132343,0,0,1,0,2,0,0,0
OG5_132611,239,2,57,0,35,51,0,1
OG5_132346,55,2,16,0,10,0,0,0
OG5_132349,0,0,3,0,0,0,0,0
OG5_132618,1,0,1,0,0,0,0,0
OG5_128746,0,0,1,0,0,0,0,0
OG5_142474,0,1,3,0,8,0,1,1
OG5_145110,0,1,0,0,0,0,0,0
OG5_133964,0,0,0,0,1,0,0,0
OG5_133965,88,6,41,0,135,24,2,2
OG5_133960,138,6,54,1,113,11,2,0
OG5_133968,0,0,2,0,0,0,0,0
OG5_128747,115,0,26,0,9,11,0,0
OG5_132670,0,1,0,0,0,0,0,1
OG5_154337,7,0,6,0,2,0,1,0
OG5_159572,5,0,0,0,0,0,0,0
OG5_152159,1,0,1,0,0,0,0,0
OG5_146540,152,0,40,0,29,4,0,2
OG5_141261,55,21,116,1,131,9,12,4
OG5_158956,34,0,30,0,20,1,1,0
OG5_158950,8,0,6,0,5,0,0,0
OG5_141265,82,1,18,0,6,0,0,0
OG5_146549,4,0,2,0,2,4,0,0
OG5_132900,0,0,2,0,0,1,0,0
OG5_127659,14,3,17,0,3,2,0,0
OG5_133272,0,1,0,0,0,0,0,0
OG5_132678,0,1,1,0,0,0,0,0
OG5_127651,62,7,57,0,39,0,8,1
OG5_127653,0,0,3,0,0,53,0,0
OG5_127655,416,17,126,1,64,83,13,5
OG5_127656,464,17,82,0,64,80,22,2
OG5_130923,303,4,48,1,40,88,2,4
OG5_130922,0,0,1,0,0,0,0,0
OG5_130921,0,2,5,0,0,0,0,0
OG5_130926,107,13,154,0,136,4,7,1
OG5_130925,26,0,5,0,6,0,0,0
OG5_129965,105,5,73,0,72,0,2,0
OG5_164717,100,1,0,0,0,0,6,0
OG5_129966,0,0,1,0,0,0,0,0
OG5_129960,0,0,0,0,1,0,0,0
OG5_129963,0,1,0,0,0,0,0,0
OG5_129962,305,8,92,2,59,50,3,0
OG5_135692,83,3,34,0,25,0,0,0
OG5_156870,44,0,23,0,6,0,0,1
OG5_159313,114,10,83,0,102,3,0,0
OG5_135343,0,0,1,0,0,0,0,0
OG5_131195,1,1,8,0,6,0,0,0
OG5_132499,2,1,14,1,1,1,1,1
OG5_131197,154,5,46,0,37,55,0,1
OG5_168463,0,0,0,0,0,1,0,0
OG5_168462,8,0,0,0,0,5,0,0
OG5_131193,456,7,92,0,60,64,2,1
OG5_139479,10,2,3,0,6,0,4,0
OG5_128388,1,6,14,0,2,0,2,1
OG5_128389,474,17,144,0,71,2,20,3
OG5_131199,128,11,78,0,41,9,1,0
OG5_139473,0,1,2,0,1,0,0,0
OG5_168886,0,0,0,0,0,7,0,0
OG5_160485,70,3,33,0,17,0,0,0
OG5_150582,5,0,11,0,4,1,0,0
OG5_160489,56,3,31,0,19,0,0,0
OG5_160488,20,0,10,0,11,0,1,0
OG5_130824,101,18,134,1,164,9,13,2
OG5_130822,0,0,1,0,0,0,1,0
OG5_130820,11,1,5,0,1,0,3,0
OG5_163297,23,0,16,0,5,0,0,0
OG5_135523,0,0,1,0,0,0,1,0
OG5_145364,0,0,1,0,0,0,0,0
OG5_145367,2,2,28,0,31,0,0,0
OG5_131255,98,10,110,0,44,15,0,4
OG5_145749,0,1,2,0,3,0,0,0
OG5_144375,47,2,30,1,13,1,0,1
OG5_144374,0,0,0,0,0,0,1,0
OG5_144377,0,1,2,0,0,0,0,0
OG5_129389,29,7,16,0,26,0,2,1
OG5_132497,0,0,2,0,0,0,0,0
OG5_129381,0,1,6,0,2,0,0,0
OG5_129380,0,3,2,0,4,0,0,0
OG5_129383,0,0,0,0,3,0,1,0
OG5_129382,0,0,1,0,3,0,0,1
OG5_129384,0,0,0,0,1,0,0,0
OG5_129387,0,0,2,1,0,0,0,0
OG5_149295,1,11,48,0,31,0,4,3
OG5_153205,0,0,1,0,0,0,4,0
OG5_165992,55,0,0,0,0,0,0,0
OG5_152552,81,5,33,0,20,10,1,2
OG5_152550,18,1,14,0,5,16,0,0
OG5_152556,41,2,24,0,8,0,0,0
OG5_152557,16,0,6,0,4,0,0,0
OG5_152555,102,1,3,0,1,0,20,0
OG5_152559,1,0,4,0,4,2,0,0
OG5_137697,0,0,3,0,0,0,0,0
OG5_129032,0,0,3,0,1,0,0,0
OG5_135838,233,4,57,2,43,6,0,0
OG5_129030,17,5,9,0,7,6,0,0
OG5_129037,0,0,0,0,0,0,1,0
OG5_129036,2,1,7,0,4,1,0,0
OG5_129035,182,12,76,0,78,2,7,3
OG5_129034,1,0,1,0,2,0,0,0
OG5_135832,1,1,28,0,4,0,1,1
OG5_135833,14,4,10,0,9,0,0,1
OG5_135831,7,2,18,0,15,3,10,3
OG5_167979,39,4,24,0,65,4,1,0
OG5_135834,0,2,4,0,5,0,1,1
OG5_170936,43,0,15,0,16,1,1,0
OG5_131495,0,0,0,0,0,0,1,0
OG5_174787,23,3,21,0,14,0,1,1
OG5_131496,30,1,29,0,14,0,7,1
OG5_131339,65,11,65,0,125,0,2,0
OG5_138793,67,2,22,0,13,0,0,0
OG5_134129,122,8,61,0,26,0,7,0
OG5_126969,0,0,0,0,1,0,0,0
OG5_131447,0,0,2,0,0,0,0,0
OG5_131446,67,1,18,0,15,23,0,0
OG5_131445,43,8,51,1,64,1,5,1
OG5_134124,27,7,71,0,65,0,4,0
OG5_165198,67,3,31,0,12,8,0,0
OG5_131442,0,0,1,0,0,0,0,0
OG5_131441,0,0,4,0,1,0,0,0
OG5_131336,166,4,46,0,83,0,0,2
OG5_130318,70,22,52,4,75,5,2,0
OG5_130319,0,0,1,0,0,0,1,0
OG5_137474,0,0,3,0,0,0,0,0
OG5_136073,10,0,37,5,7,0,2,1
OG5_130316,0,0,2,0,1,0,0,0
OG5_130317,204,7,48,2,34,15,7,6
OG5_137470,27,1,18,0,17,16,3,0
OG5_130311,14,1,9,0,9,0,3,1
OG5_137472,6,1,8,0,3,0,0,2
OG5_138122,0,0,4,0,1,0,0,0
OG5_161634,13,1,25,0,4,0,0,0
OG5_161637,8,1,11,0,4,0,1,1
OG5_161636,49,0,30,0,16,0,2,0
OG5_161631,24,0,22,0,3,0,1,1
OG5_161630,17,1,9,0,1,0,1,0
OG5_161632,11,2,10,0,5,0,2,0
OG5_136873,0,0,0,0,1,0,1,0
OG5_136878,42,6,57,0,59,0,5,0
OG5_156277,32,0,27,2,1,0,2,1
OG5_130362,86,4,41,1,50,0,2,1
OG5_127862,458,8,120,2,104,75,10,3
OG5_127860,0,3,1,0,4,0,0,0
OG5_127861,5,0,4,0,0,10,0,0
OG5_127866,0,0,1,0,0,0,0,0
OG5_127867,515,23,128,0,101,0,12,3
OG5_127864,447,6,70,3,102,77,15,4
OG5_127865,73,5,104,0,138,2,9,1
OG5_133130,65,1,44,0,20,1,4,1
OG5_170439,94,1,25,0,17,0,2,2
OG5_136253,2,0,3,0,0,0,0,0
OG5_163900,37,0,6,0,5,0,0,0
OG5_136259,1,0,0,0,0,0,0,0
OG5_163454,11,2,5,0,7,0,4,1
OG5_143039,0,0,3,0,1,0,0,0
OG5_144715,1,5,15,0,13,0,1,2
OG5_133640,0,0,0,0,1,0,0,0
OG5_139990,47,5,31,2,21,0,7,1
OG5_139992,0,0,0,0,1,0,0,1
OG5_139999,0,0,2,0,2,0,0,0
OG5_127404,381,5,103,0,45,0,1,1
OG5_127405,46,1,20,0,6,88,0,0
OG5_127406,1,2,12,0,8,0,0,0
OG5_127407,0,5,30,0,7,72,0,1
OG5_127400,240,8,82,0,152,29,13,4
OG5_127401,333,4,83,0,55,47,1,1
OG5_127402,0,0,1,0,0,0,0,0
OG5_127403,0,0,0,0,4,0,0,0
OG5_127408,1,0,2,0,0,0,1,0
OG5_127409,0,0,1,0,0,0,0,1
OG5_128288,0,0,3,0,0,0,0,0
OG5_159140,113,3,37,2,32,6,2,1
OG5_156662,9,0,5,0,1,0,12,0
OG5_156667,0,0,3,0,74,2,0,0
OG5_133759,4,1,7,0,13,0,1,2
OG5_133758,0,0,0,0,1,0,0,0
OG5_133209,0,1,0,0,0,0,0,0
OG5_133208,0,0,2,0,1,0,0,0
OG5_133755,0,0,4,0,0,0,0,0
OG5_133754,0,0,1,0,3,0,0,0
OG5_133757,64,2,34,3,25,4,0,0
OG5_133756,138,4,70,3,36,0,3,1
OG5_133203,15,15,31,1,98,2,3,0
OG5_133750,102,5,57,0,40,21,2,0
OG5_133753,146,10,47,1,19,29,7,5
OG5_147195,0,0,1,0,0,0,0,0
OG5_147197,92,7,4,0,1,0,25,0
OG5_147192,0,7,11,0,10,0,5,1
OG5_147193,1,1,5,0,13,0,4,1
OG5_142166,59,5,9,0,3,0,18,0
OG5_142167,0,0,0,0,0,0,1,0
OG5_135757,0,0,0,0,1,0,0,0
OG5_150339,100,3,9,0,2,0,29,0
OG5_145176,20,0,16,2,12,0,0,0
OG5_140417,8,0,8,0,4,0,0,1
OG5_140410,0,0,5,0,2,0,0,1
OG5_145173,15,1,28,0,3,0,0,0
OG5_150842,2,0,0,0,0,17,0,0
OG5_150331,0,0,1,0,0,0,0,0
OG5_145178,13,3,31,0,16,2,1,1
OG5_150337,37,3,20,0,23,0,4,0
OG5_144565,34,0,23,0,12,3,0,0
OG5_149846,6,0,4,0,3,0,0,0
OG5_144567,10,0,19,0,9,0,1,0
OG5_149840,166,4,23,0,11,0,1,0
OG5_144561,146,6,56,0,46,1,6,1
OG5_144563,56,5,51,0,87,1,0,0
OG5_184261,1,1,5,0,1,0,0,0
OG5_128971,123,28,113,3,107,2,31,5
OG5_128970,296,4,65,0,43,6,2,2
OG5_128973,0,0,1,0,1,0,0,0
OG5_128604,5,3,21,0,14,0,0,1
OG5_128603,200,4,66,1,149,28,6,1
OG5_128602,0,0,6,0,14,0,0,0
OG5_128977,7,1,4,0,0,6,2,0
OG5_142741,0,1,1,0,3,0,0,1
OG5_128979,93,2,25,0,13,10,1,2
OG5_141876,1,0,2,0,0,0,0,0
OG5_128609,0,1,1,0,0,0,0,0
OG5_141759,0,0,1,0,0,0,2,0
OG5_129554,0,0,0,0,2,0,0,0
OG5_129557,0,1,1,0,2,0,0,0
OG5_141204,1,2,19,0,21,1,2,1
OG5_129552,0,0,1,0,0,0,0,0
OG5_145289,4,0,0,0,1,0,0,0
OG5_129558,2,2,7,0,4,0,0,0
OG5_129559,23,2,24,0,12,0,2,0
OG5_140676,3,0,12,3,7,12,2,1
OG5_128092,0,5,14,0,12,1,1,0
OG5_149594,0,0,0,0,0,0,1,0
OG5_171157,50,1,25,0,17,5,0,0
OG5_149591,21,2,39,0,13,16,0,0
OG5_155310,95,0,4,0,10,0,0,0
OG5_155864,17,2,29,1,62,3,4,0
OG5_155314,0,0,1,0,0,0,0,0
OG5_155861,22,1,18,0,31,3,2,0
OG5_131280,69,6,58,1,66,3,4,0
OG5_132402,19,12,41,0,16,3,12,2
OG5_132403,8,14,58,1,35,0,9,3
OG5_132400,1,0,2,0,2,0,0,0
OG5_132401,0,0,0,0,0,0,0,1
OG5_132406,3,8,21,0,50,0,2,3
OG5_132159,30,1,26,1,23,1,12,0
OG5_127434,3,1,9,0,2,2,1,0
OG5_132155,81,5,35,0,12,42,2,1
OG5_132156,87,1,20,0,15,9,0,0
OG5_132150,152,3,104,1,39,0,2,0
OG5_132151,469,5,82,0,44,2,0,2
OG5_132153,180,6,60,0,54,13,8,1
OG5_126920,446,7,84,0,58,86,0,2
OG5_126922,0,0,3,0,4,88,0,0
OG5_126923,190,4,61,1,32,91,3,2
OG5_126924,0,0,0,0,1,0,0,0
OG5_126925,1,1,13,0,10,0,0,0
OG5_126926,77,8,68,1,38,92,9,7
OG5_126927,444,11,131,0,109,74,3,2
OG5_126928,282,15,86,1,72,50,5,2
OG5_126929,58,2,32,1,33,9,1,0
OG5_157649,91,1,4,0,2,0,9,0
OG5_134805,7,33,106,2,142,2,19,6
OG5_134806,103,8,78,2,153,10,11,0
OG5_171017,6,7,1,0,1,15,0,0
OG5_134801,53,12,72,0,91,0,10,0
OG5_134802,0,0,0,0,2,0,0,0
OG5_171013,26,1,19,0,3,1,0,1
OG5_144895,0,1,2,0,0,0,9,0
OG5_134808,24,1,8,0,6,1,0,0
OG5_134809,18,0,8,0,1,0,0,0
OG5_157647,91,1,1,0,2,0,0,0
OG5_157646,51,2,21,0,3,0,0,0
OG5_129447,0,0,1,0,0,0,0,0
OG5_142817,0,0,25,0,7,0,0,0
OG5_142814,0,0,2,0,0,0,0,0
OG5_149331,127,1,50,0,29,0,0,0
OG5_146737,6,0,2,0,5,2,0,1
OG5_146736,100,3,62,0,24,0,1,0
OG5_146734,0,0,3,0,0,0,0,0
OG5_146732,0,0,10,0,7,0,2,0
OG5_160348,0,0,1,0,0,0,0,0
OG5_164108,15,1,8,0,82,0,0,0
OG5_129739,0,1,2,1,1,0,1,1
OG5_164458,42,1,8,2,4,0,1,0
OG5_130556,0,0,2,0,0,0,1,0
OG5_164450,0,0,0,0,0,0,4,0
OG5_129734,0,1,7,1,1,0,0,0
OG5_164454,135,2,25,0,14,0,1,0
OG5_129737,0,0,2,0,0,0,1,0
OG5_142658,13,3,27,1,5,0,0,0
OG5_142659,47,1,32,0,18,0,1,0
OG5_156064,4,11,54,0,91,0,8,1
OG5_130244,0,0,2,0,0,0,2,0
OG5_168107,1,0,3,0,2,0,1,0
OG5_163183,141,2,15,0,10,11,0,2
OG5_152211,209,3,37,0,25,0,4,2
OG5_130129,128,18,92,0,35,0,22,1
OG5_130128,371,6,119,3,107,0,2,1
OG5_155530,58,2,23,1,14,0,0,0
OG5_130123,0,0,0,0,1,0,0,0
OG5_130122,0,0,0,0,2,0,0,0
OG5_130121,0,0,5,0,12,2,0,0
OG5_130120,0,0,0,0,0,0,1,0
OG5_130127,90,12,64,0,7,16,7,0
OG5_130126,379,9,113,0,83,52,19,1
OG5_130124,0,0,2,0,0,0,0,0
OG5_131861,0,0,4,0,1,0,0,0
OG5_162885,27,11,21,0,1,5,1,0
OG5_162882,14,2,13,0,6,2,0,0
OG5_158620,28,0,2,0,3,4,0,0
OG5_134669,0,2,9,0,32,0,0,0
OG5_131493,0,0,3,0,3,0,3,0
OG5_134660,0,0,2,0,2,0,0,0
OG5_131865,80,2,44,0,30,4,7,1
OG5_176303,0,0,0,0,0,6,0,0
OG5_155539,5,0,0,0,1,0,0,0
OG5_160738,61,3,22,0,13,6,0,0
OG5_143104,0,0,1,0,0,0,0,0
OG5_137082,20,2,14,0,7,0,0,0
OG5_137868,332,12,123,0,52,8,9,3
OG5_137866,68,0,53,1,28,0,1,1
OG5_137865,74,2,47,0,32,3,1,1
OG5_137864,183,3,54,0,31,1,1,1
OG5_137862,58,1,15,0,5,5,1,0
OG5_137861,208,2,56,0,28,14,1,0
OG5_137860,0,0,3,0,0,0,0,0
OG5_130243,17,3,11,0,31,1,0,0
OG5_178689,39,2,11,0,11,11,0,1
OG5_169506,40,12,70,2,47,2,8,2
OG5_178682,121,0,12,0,6,3,0,0
OG5_178683,2,2,23,0,5,0,0,0
OG5_136408,2,0,5,0,4,0,0,0
OG5_136405,33,18,69,1,81,0,9,2
OG5_136403,1,3,2,0,1,0,1,0
OG5_136401,78,1,13,0,4,44,0,0
OG5_128751,0,0,8,0,1,91,2,0
OG5_126728,293,14,137,1,154,68,10,2
OG5_126729,197,1,33,0,19,15,0,0
OG5_126726,120,16,113,0,111,0,19,3
OG5_126727,229,30,186,0,107,1,27,4
OG5_126724,17,1,4,0,6,5,1,0
OG5_126722,513,11,149,1,111,91,17,3
OG5_126723,534,6,117,0,85,89,1,5
OG5_126720,505,13,156,1,104,28,37,7
OG5_126721,515,13,160,0,106,0,10,3
OG5_147058,0,0,1,0,1,0,2,1
OG5_137311,12,1,2,1,3,0,0,0
OG5_147057,6,1,12,0,31,1,2,1
OG5_137314,0,0,0,0,0,0,0,1
OG5_137316,0,1,2,0,1,0,1,0
OG5_136422,0,0,0,0,0,20,0,0
OG5_127857,482,16,166,0,143,4,6,6
OG5_160423,0,0,0,0,0,0,1,0
OG5_136935,308,11,73,1,35,3,12,2
OG5_132823,49,4,5,3,12,0,0,0
OG5_162670,59,3,16,0,11,3,0,1
OG5_132363,0,0,0,0,0,0,1,0
OG5_132360,16,1,4,0,0,44,0,0
OG5_132367,0,0,4,0,0,0,0,0
OG5_127859,0,0,0,0,0,0,0,2
OG5_132365,0,2,5,0,2,0,2,1
OG5_132364,0,2,8,0,2,1,1,1
OG5_127736,18,9,36,0,32,0,2,2
OG5_127858,0,0,1,0,2,0,0,0
OG5_160425,31,1,0,0,0,0,7,0
OG5_143190,135,3,56,0,12,20,0,0
OG5_143192,29,1,9,0,2,2,1,1
OG5_160424,0,0,3,0,0,0,4,1
OG5_143194,0,0,0,0,3,0,0,0
OG5_143195,15,1,13,0,10,3,6,0
OG5_127735,0,0,3,0,14,0,1,0
OG5_130737,365,10,140,2,64,64,3,4
OG5_146901,14,2,5,0,2,1,0,1
OG5_146904,0,0,5,0,5,0,0,0
OG5_146907,0,0,0,0,1,0,0,0
OG5_130735,0,0,1,0,0,0,0,0
OG5_127730,0,0,0,0,1,0,0,0
OG5_130733,0,0,0,0,1,0,0,0
OG5_132099,0,2,0,0,0,0,0,0
OG5_132098,298,1,83,0,42,44,6,7
OG5_127099,493,13,175,2,120,2,9,3
OG5_127098,6,0,8,0,4,0,0,0
OG5_127097,169,12,80,1,118,28,17,2
OG5_132094,15,24,38,2,96,2,8,2
OG5_127094,195,25,164,4,154,3,14,7
OG5_127093,402,11,122,2,101,65,12,5
OG5_127092,7,10,68,7,51,0,10,1
OG5_127091,146,34,179,4,194,0,23,7
OG5_127090,0,0,1,0,1,91,0,1
OG5_171083,76,1,36,0,39,0,0,0
OG5_152920,0,1,1,0,0,0,0,0
OG5_134236,206,2,37,0,3,14,6,1
OG5_140087,1,0,5,0,2,1,0,0
OG5_159081,8,0,8,0,12,0,0,0
OG5_140082,4,5,25,1,73,0,4,0
OG5_134232,96,5,59,0,34,0,20,1
OG5_128012,9,0,5,0,0,0,0,0
OG5_128013,444,13,152,2,121,31,6,2
OG5_128011,488,12,114,2,67,0,6,2
OG5_128016,472,12,125,4,77,88,33,7
OG5_128017,338,16,135,0,41,54,22,2
OG5_128014,452,6,85,1,66,73,0,2
OG5_128015,393,12,94,1,103,48,6,4
OG5_136204,0,3,2,0,3,0,3,0
OG5_128018,494,9,97,1,58,81,3,2
OG5_128019,359,7,81,0,64,74,2,3
OG5_127673,8,0,5,0,4,44,0,1
OG5_127672,40,0,6,0,5,35,0,0
OG5_127671,233,4,78,0,48,2,3,3
OG5_127670,146,20,116,2,70,3,24,4
OG5_132891,0,4,44,0,31,0,4,3
OG5_127676,62,2,50,0,5,0,17,0
OG5_127675,535,9,100,1,88,22,4,4
OG5_127674,0,2,7,0,3,0,0,0
OG5_127679,0,0,0,0,0,11,0,0
OG5_132899,0,0,1,0,0,0,0,0
OG5_130945,0,0,0,0,5,0,0,0
OG5_163100,88,1,31,1,16,2,0,0
OG5_129945,7,6,53,0,39,0,3,2
OG5_130946,52,3,17,1,22,0,1,0
OG5_159889,1,0,4,1,3,0,1,1
OG5_176938,28,4,25,1,5,1,4,2
OG5_135329,2,6,9,0,34,0,2,0
OG5_130948,470,14,156,0,106,0,19,2
OG5_159883,4,3,5,0,3,0,0,0
OG5_164738,4,0,1,0,0,0,10,0
OG5_147074,3,0,0,0,0,0,0,0
OG5_133941,0,3,7,0,23,0,1,0
OG5_133410,0,0,1,0,4,0,0,0
OG5_133411,182,14,110,2,71,7,15,0
OG5_142592,0,0,1,0,0,0,0,0
OG5_139322,64,3,51,1,25,0,0,0
OG5_139323,25,4,29,0,23,0,3,1
OG5_139321,95,2,54,0,20,10,0,1
OG5_139326,28,1,22,0,14,0,0,1
OG5_128265,0,0,1,0,0,0,0,0
OG5_139328,16,4,23,0,11,0,1,1
OG5_130800,161,2,53,0,54,53,0,1
OG5_130801,125,2,24,0,71,12,1,0
OG5_130802,97,5,77,0,29,0,26,1
OG5_130803,0,0,3,0,0,0,0,0
OG5_130805,62,2,41,0,68,2,0,2
OG5_130806,0,0,1,0,4,0,0,0
OG5_130809,0,1,3,0,2,0,1,0
OG5_132514,0,0,1,0,0,0,0,0
OG5_145344,28,2,24,0,123,0,2,1
OG5_144357,186,2,60,0,66,11,3,4
OG5_158938,57,0,34,0,1,0,0,1
OG5_158936,52,1,7,0,1,0,0,0
OG5_158682,77,0,2,0,6,0,0,0
OG5_144358,8,1,5,0,29,0,1,0
OG5_158933,137,6,74,0,38,2,1,0
OG5_158931,197,2,21,0,16,2,0,1
OG5_169867,15,0,8,0,4,1,7,0
OG5_129413,0,0,5,0,0,0,0,0
OG5_134411,0,0,1,0,0,0,0,0
OG5_150042,0,0,1,0,0,0,0,0
OG5_150041,0,0,4,0,0,0,0,0
OG5_145177,0,0,7,0,0,0,0,1
OG5_153223,8,1,8,0,5,0,7,0
OG5_153220,0,0,1,0,0,0,1,0
OG5_138721,0,1,0,0,0,0,0,0
OG5_129525,0,2,5,0,0,0,0,0
OG5_152574,88,19,74,0,26,0,17,1
OG5_152575,39,1,24,0,7,2,0,0
OG5_169973,15,0,3,0,0,2,0,0
OG5_143029,0,0,1,0,0,0,0,0
OG5_152579,2,0,0,0,0,5,0,0
OG5_138491,64,34,158,2,141,1,21,6
OG5_135818,326,6,106,0,71,0,9,0
OG5_129050,0,0,1,0,0,0,0,0
OG5_129053,0,0,1,0,0,0,0,0
OG5_138494,3,0,7,0,6,0,2,0
OG5_135814,235,4,60,0,35,0,0,1
OG5_135815,0,0,0,0,0,0,1,0
OG5_138499,36,0,2,0,7,33,0,0
OG5_129059,4,2,23,0,8,0,4,1
OG5_135811,52,1,36,0,20,12,0,0
OG5_135812,0,0,14,0,3,3,0,0
OG5_135813,6,0,2,0,0,0,0,0
