,ba,ee,sr,op,am,za,pl,ex
OG5_129037,0,32,141,61,188,0,49,28
OG5_129036,2,51,170,61,119,1,64,16
OG5_129035,220,40,158,41,39,2,52,21
OG5_129034,1,6,40,97,442,0,5,1
OG5_135832,1,26,270,104,79,0,39,4
OG5_135833,22,6,52,1,68,0,3,13
OG5_129039,0,30,137,79,152,0,44,27
OG5_135831,7,19,115,0,51,3,52,13
OG5_135836,0,7,11,15,14,0,4,4
OG5_167979,45,0,6,4,6,5,0,0
OG5_135834,0,35,135,0,8,0,54,2
OG5_131494,0,20,72,36,5,0,5,0
OG5_170936,48,0,0,0,4,1,1,0
OG5_131495,0,59,340,29,289,0,111,14
OG5_174787,23,22,89,1,9,0,9,1
OG5_131496,40,30,125,32,6,0,16,0
OG5_131339,88,154,978,43,197,0,39,9
OG5_138793,96,0,0,0,0,0,1,0
OG5_134129,131,35,109,31,25,0,16,1
OG5_131448,0,16,139,29,353,0,5,23
OG5_131447,0,37,207,36,13,0,21,26
OG5_131446,82,41,225,42,123,26,39,7
OG5_131445,57,16,155,39,53,1,32,2
OG5_134124,36,21,515,58,454,0,62,9
OG5_131335,0,42,209,42,23,0,17,30
OG5_131442,0,1,17,54,15,0,2,0
OG5_131441,0,102,390,48,171,0,54,19
OG5_131336,195,0,4,22,4,0,0,0
OG5_130318,83,120,163,175,302,17,8,17
OG5_130319,0,51,203,59,133,0,64,6
OG5_140482,0,0,3,0,0,0,54,0
OG5_137474,0,0,31,15,0,0,0,0
OG5_130315,0,34,177,43,14,0,19,30
OG5_130316,0,14,58,76,83,0,8,2
OG5_130317,298,36,59,29,18,18,78,5
OG5_137470,31,0,0,10,3,19,19,0
OG5_135720,276,0,0,1,0,43,0,0
OG5_130312,0,51,291,43,36,0,33,30
OG5_138123,0,17,160,4,12,0,8,29
OG5_138122,0,1,6,19,2,0,0,0
OG5_138121,0,0,24,17,16,0,0,1
OG5_161634,19,0,0,0,0,0,1,0
OG5_161637,14,0,0,0,0,0,1,0
OG5_161636,56,0,0,0,0,0,1,0
OG5_161631,31,11,68,0,1,0,4,1
OG5_161630,23,0,0,0,0,0,1,0
OG5_161632,17,0,0,0,0,0,1,0
OG5_136877,0,5,94,10,14,0,0,12
OG5_136875,0,0,3,23,8,0,0,0
OG5_136873,0,2,6,51,8,0,1,0
OG5_135056,0,2,6,37,21,0,0,1
OG5_136870,0,0,1,21,0,0,0,0
OG5_135057,0,3,7,35,33,0,0,4
OG5_136879,0,0,2,23,29,0,2,0
OG5_136878,81,52,325,36,24,0,10,1
OG5_138179,0,18,111,19,2,0,11,4
OG5_150028,26,10,35,9,24,6,7,0
OG5_136525,0,0,6,29,1,0,4,0
OG5_137400,0,2,8,18,18,0,0,0
OG5_156277,39,0,0,1,0,0,0,0
OG5_150029,0,7,9,33,29,0,11,1
OG5_156274,0,15,54,2,13,0,9,6
OG5_137402,2,0,2,19,17,0,0,0
OG5_127868,0,118,115,91,87,0,80,9
OG5_127869,0,45,334,83,227,0,61,36
OG5_127862,512,41,125,74,41,89,54,3
OG5_127860,0,85,198,62,417,0,133,11
OG5_127861,6,53,358,88,183,12,64,33
OG5_127866,0,60,316,89,246,0,62,29
OG5_127867,554,4,31,67,19,0,70,3
OG5_127864,572,25,146,60,149,103,57,6
OG5_127865,91,81,900,83,287,2,97,34
OG5_131490,2,2,9,34,44,0,6,0
OG5_132013,0,29,112,52,62,0,31,3
OG5_133130,72,22,50,35,20,1,5,3
OG5_170439,208,63,653,22,218,0,49,23
OG5_137408,0,4,117,0,14,0,14,0
OG5_136253,2,0,34,21,10,0,3,0
OG5_136251,0,0,1,0,0,0,1,1
OG5_163900,43,2,10,0,143,0,0,8
OG5_136259,1,55,153,24,58,0,21,7
OG5_163454,12,0,0,1,0,0,20,0
OG5_143039,0,6,61,1,34,0,1,17
OG5_133134,3,23,55,28,14,0,19,4
OG5_144715,1,66,116,2,98,0,4,4
OG5_144714,0,18,170,17,73,0,14,7
OG5_139994,0,0,2,16,1,0,5,0
OG5_144732,0,0,1,6,1,0,86,0
OG5_139990,66,52,191,29,88,0,38,7
OG5_139992,0,0,5,0,2,0,1,11
OG5_139999,0,20,157,14,105,0,11,8
OG5_127404,425,53,379,82,306,0,86,34
OG5_127405,54,57,279,88,186,108,48,32
OG5_127406,2,57,299,110,532,0,91,24
OG5_127407,0,43,347,106,269,91,65,39
OG5_127400,271,90,843,96,145,36,173,41
OG5_127401,381,42,263,83,165,68,60,27
OG5_127402,0,53,451,88,255,0,74,27
OG5_127403,0,89,860,169,2972,0,23,63
OG5_127408,1,67,320,76,282,0,73,23
OG5_127409,0,100,658,93,177,0,67,34
OG5_153275,0,1,2,0,0,0,33,0
OG5_159140,177,3,12,5,6,6,2,0
OG5_156662,9,0,2,0,0,0,21,0
OG5_156663,0,0,8,0,0,0,25,0
OG5_156667,0,2,12,0,0,3,36,0
OG5_138550,12,2,23,2,1,2,4,0
OG5_133759,6,23,364,26,190,0,36,9
OG5_133758,0,19,114,35,179,0,16,13
OG5_133209,0,21,88,38,88,0,15,5
OG5_133208,0,9,51,41,46,0,18,1
OG5_133755,0,12,62,31,7,0,1,0
OG5_133754,0,17,167,20,107,0,23,6
OG5_133757,228,0,0,12,0,4,0,0
OG5_133756,430,0,0,5,1,0,1,0
OG5_133203,18,27,28,53,66,5,9,0
OG5_133750,182,0,4,1,1,38,0,0
OG5_133753,176,19,87,20,26,38,12,16
OG5_133200,0,24,75,32,120,0,25,5
OG5_153690,1,0,16,1,5,0,0,0
OG5_147198,0,2,17,0,13,0,77,1
OG5_147199,0,2,17,0,9,0,49,2
OG5_147194,0,1,13,0,3,0,48,0
OG5_147195,0,0,6,0,0,0,5,10
OG5_147196,0,0,4,0,1,0,81,0
OG5_147197,94,22,45,0,0,0,31,0
OG5_147190,0,0,10,0,1,0,63,0
OG5_147191,0,0,3,0,0,0,16,0
OG5_147192,0,68,100,2,38,0,136,5
OG5_147193,1,0,2,0,0,0,58,0
OG5_142166,62,36,138,0,1,0,43,3
OG5_137880,3,28,141,17,76,0,15,9
OG5_142164,0,0,3,0,1,0,1,10
OG5_135757,0,35,118,25,133,0,59,6
OG5_150339,108,22,67,0,4,0,22,1
OG5_145176,37,0,0,0,0,0,1,0
OG5_145177,0,1,30,1,2,0,2,20
OG5_145170,61,0,0,1,0,0,1,0
OG5_138556,325,0,0,1,0,0,1,0
OG5_145173,26,0,0,0,1,0,1,0
OG5_150842,3,0,2,1,0,25,0,0
OG5_150331,0,53,146,0,126,0,50,1
OG5_150332,0,31,11,1,61,0,32,1
OG5_150333,0,6,2,13,6,0,5,0
OG5_145178,13,36,643,37,134,2,21,31
OG5_150335,0,0,1,0,0,0,26,0
OG5_150336,0,24,81,0,0,0,41,0
OG5_150337,47,0,1,0,0,0,12,0
OG5_144564,0,0,1,1,0,0,0,11
OG5_144565,44,0,0,7,0,3,0,7
OG5_144566,0,1,28,3,20,0,283,2
OG5_144567,11,3,12,8,1,0,3,0
OG5_144560,40,4,25,9,3,1,6,3
OG5_144561,167,2,5,6,0,1,5,1
OG5_144563,83,5,26,19,47,2,1,0
OG5_184261,1,61,181,1,110,0,21,5
OG5_147401,0,0,1,0,0,0,0,0
OG5_144569,0,18,37,20,235,0,9,2
OG5_128971,177,332,1013,83,605,3,278,44
OG5_128606,0,43,218,72,173,0,57,6
OG5_128605,0,49,317,82,200,0,66,7
OG5_128604,5,160,732,164,2269,0,49,68
OG5_128603,433,10,41,47,111,55,28,9
OG5_128602,0,62,177,93,804,0,11,25
OG5_128601,0,33,98,85,162,0,47,10
OG5_128976,0,42,207,79,180,0,69,23
OG5_128979,110,21,126,38,41,12,17,21
OG5_131289,197,111,410,0,17,0,81,14
OG5_141876,1,0,1,13,3,0,1,0
OG5_147999,0,1,18,1,1,0,0,14
OG5_128609,0,38,246,66,71,0,51,21
OG5_128608,0,45,280,81,161,0,76,4
OG5_129554,0,51,424,38,46,0,24,46
OG5_129555,0,10,48,52,89,0,9,0
OG5_129556,0,36,120,75,132,0,55,1
OG5_129557,0,36,128,75,201,0,56,8
OG5_129551,0,48,272,52,31,0,25,28
OG5_129552,0,28,150,60,61,0,33,5
OG5_129553,2,46,148,63,68,0,73,25
OG5_145286,0,13,219,4,98,0,6,3
OG5_145284,0,4,158,18,14,0,3,0
OG5_146525,0,0,1,0,0,0,0,0
OG5_129558,2,47,210,61,187,0,53,9
OG5_129559,24,23,161,67,145,0,42,23
OG5_140676,3,2,3,23,3,12,2,1
OG5_145281,0,0,0,1,0,0,0,10
OG5_171155,46,6,39,0,3,2,3,1
OG5_138554,60,9,110,8,23,11,10,18
OG5_149596,0,4,97,22,12,0,3,0
OG5_149594,0,1,17,0,4,0,84,1
OG5_147409,0,0,1,0,0,0,0,0
OG5_171157,58,0,1,0,0,6,1,0
OG5_149591,23,29,196,7,80,28,21,1
OG5_155310,100,0,2,15,1,0,0,0
OG5_155864,17,4,12,6,23,4,16,3
OG5_155314,0,2,236,1,25,0,0,0
OG5_155861,30,0,0,8,3,3,2,0
OG5_131281,0,54,288,6,151,0,48,48
OG5_131280,89,23,92,22,22,3,6,7
OG5_132402,24,92,212,1,32,4,38,67
OG5_132403,11,36,210,40,85,0,15,3
OG5_132400,2,16,174,42,121,0,13,20
OG5_132401,0,7,4,45,11,0,45,2
OG5_132406,3,21,101,4,33,0,22,2
OG5_132407,0,20,78,47,43,0,14,11
OG5_132404,0,74,208,32,2,0,103,0
OG5_132155,91,29,171,24,63,46,38,13
OG5_132156,108,0,2,19,0,11,1,0
OG5_132157,0,23,176,60,181,0,3,9
OG5_132150,173,0,3,28,0,0,1,0
OG5_132151,619,0,0,3,1,3,1,0
OG5_132153,253,8,117,0,3,16,7,15
OG5_142525,0,0,3,13,0,1,0,0
OG5_158943,4,0,0,0,0,0,1,1
OG5_126920,517,53,297,90,173,109,67,29
OG5_126922,0,99,940,107,643,104,129,66
OG5_126923,252,86,756,187,673,114,106,112
OG5_126924,0,16,67,138,194,0,3,9
OG5_126925,1,106,781,145,516,0,110,50
OG5_126926,93,96,733,152,312,220,99,55
OG5_126927,612,52,603,118,285,110,78,29
OG5_126928,582,14,153,98,221,118,40,11
OG5_126929,97,48,238,160,115,22,63,9
OG5_157649,93,7,25,0,0,0,34,0
OG5_134805,8,415,1158,47,949,2,126,37
OG5_134806,256,15,120,15,35,11,21,2
OG5_171017,9,1,0,4,0,30,0,0
OG5_134801,59,18,87,14,6,0,9,0
OG5_134802,0,9,19,39,48,0,3,2
OG5_171013,28,0,1,0,2,1,38,1
OG5_140999,41,24,76,1,3,0,14,0
OG5_144895,0,0,18,0,0,0,28,0
OG5_146489,0,6,67,0,124,0,14,17
OG5_134809,19,0,46,35,2,0,0,0
OG5_157647,102,13,83,0,5,0,56,1
OG5_157646,55,22,35,6,0,0,21,0
OG5_142819,0,3,11,26,23,0,2,3
OG5_142817,0,4,52,3,2,0,3,14
OG5_142814,0,5,14,1,14,0,2,13
OG5_142813,0,13,65,0,1,0,10,11
OG5_142810,0,4,15,18,17,0,1,0
OG5_149330,0,5,134,1,2,0,0,3
OG5_149331,140,0,0,1,1,0,0,0
OG5_141109,0,2,37,1,21,0,2,0
OG5_146739,0,0,0,2,4,0,0,0
OG5_146737,6,0,10,9,28,2,0,1
OG5_146736,122,20,87,13,1,0,21,1
OG5_146734,0,7,1,10,0,0,1,1
OG5_146732,0,9,71,5,109,0,12,2
OG5_168463,0,1,34,2,12,2,1,1
OG5_160348,0,21,85,0,0,0,20,0
OG5_129738,0,40,162,52,178,0,4,31
OG5_129739,0,17,162,61,253,0,7,3
OG5_164458,47,0,2,1,0,0,0,0
OG5_129731,0,45,291,51,187,0,69,0
OG5_129732,0,42,322,52,249,0,27,18
OG5_129733,0,59,473,85,224,0,20,3
OG5_129734,0,52,205,74,228,0,53,11
OG5_129735,0,8,33,80,38,0,31,7
OG5_164454,189,0,1,0,1,0,1,4
OG5_129737,0,44,296,61,232,0,42,45
OG5_142658,14,6,80,9,17,0,1,16
OG5_158534,1,0,9,0,0,0,0,0
OG5_153548,0,0,1,0,0,0,0,0
OG5_131868,104,3,15,48,23,0,3,0
OG5_156064,4,65,286,4,231,0,45,11
OG5_144062,0,13,36,7,25,0,3,2
OG5_156060,0,1,1,0,0,0,41,0
OG5_240603,0,0,1,0,0,0,0,0
OG5_168107,2,2,5,4,3,0,2,1
OG5_163183,198,1,2,1,0,11,1,0
OG5_152211,279,6,18,1,3,0,0,0
OG5_130129,143,22,180,41,25,0,39,1
OG5_130128,1196,0,7,5,2,0,1,0
OG5_152210,0,10,13,0,1,0,37,0
OG5_130123,0,71,624,65,450,0,51,7
OG5_130122,0,29,218,44,182,0,53,14
OG5_130121,0,92,429,44,1008,2,45,29
OG5_130120,0,20,36,68,35,0,31,2
OG5_130127,107,49,386,19,1,17,147,3
OG5_130126,705,1,9,0,5,110,22,0
OG5_130125,0,1,2,105,14,0,0,0
OG5_130124,0,33,322,56,164,0,62,10
OG5_131861,0,41,252,40,52,0,23,20
OG5_162885,30,10,6,2,3,6,1,0
OG5_128622,7,24,190,75,78,1,33,25
OG5_162882,16,13,86,11,57,2,7,6
OG5_142958,0,0,2,0,0,0,4,12
OG5_131863,0,13,49,39,30,0,30,6
OG5_134668,0,0,3,128,19,0,1,0
OG5_134669,0,39,114,33,154,0,18,7
OG5_131862,0,25,40,40,14,0,17,0
OG5_134660,0,0,15,36,9,0,0,0
OG5_131865,98,0,4,20,1,4,21,0
OG5_152216,0,0,9,1,7,0,30,2
OG5_176303,0,0,1,1,0,14,0,0
OG5_137081,0,2,15,1,4,0,161,0
OG5_160738,65,10,43,0,7,6,1,1
OG5_146511,0,0,5,4,2,0,60,0
OG5_142227,0,0,0,1,0,0,2,10
OG5_144893,0,2,10,0,0,0,178,0
OG5_143104,0,3,18,0,25,0,149,0
OG5_137082,22,0,0,15,1,0,4,0
OG5_137868,679,7,33,1,14,9,0,0
OG5_137866,111,0,0,0,0,0,1,0
OG5_137865,104,0,1,2,1,4,0,0
OG5_137864,297,0,0,0,4,1,1,0
OG5_137862,81,9,44,0,4,5,18,16
OG5_137861,266,0,0,0,0,15,6,0
OG5_137860,0,24,290,9,83,0,10,21
OG5_169137,3,5,10,1,1,0,1,0
OG5_144540,0,0,36,16,9,0,0,1
OG5_178689,45,0,0,1,1,12,0,0
OG5_169506,73,64,327,21,113,2,29,5
OG5_178682,165,0,0,0,0,7,0,0
OG5_178683,3,0,0,0,0,0,0,0
OG5_151940,0,0,32,0,4,0,1,0
OG5_151943,0,0,2,0,0,0,8,0
OG5_151944,0,0,4,0,0,0,1,0
OG5_136408,2,15,65,14,6,0,34,0
OG5_151947,0,0,0,0,0,0,7,0
OG5_168405,139,4,7,2,5,5,1,0
OG5_136404,0,19,114,25,27,0,30,6
OG5_136405,35,20,92,15,33,0,43,2
OG5_136403,1,31,253,2,13,0,4,5
OG5_136401,91,0,0,10,0,51,0,0
OG5_128751,0,39,270,54,110,106,51,29
OG5_168407,19,2,5,2,2,3,2,1
OG5_126728,402,89,337,84,208,180,153,32
OG5_126729,324,135,1055,114,196,18,163,32
OG5_126726,197,143,770,133,1009,0,165,63
OG5_126727,305,392,1584,124,655,1,219,67
OG5_126724,18,144,1974,141,748,11,126,107
OG5_126722,550,77,888,148,566,108,150,74
OG5_126723,605,68,414,107,229,108,100,36
OG5_126720,1000,52,486,124,257,46,55,57
OG5_126721,788,88,752,106,356,0,136,33
OG5_155085,0,24,10,0,0,0,36,1
OG5_147058,0,0,4,0,0,0,84,0
OG5_137311,14,8,39,64,310,0,1,3
OG5_147057,7,33,188,15,323,1,15,4
OG5_137314,0,34,394,42,254,0,6,12
OG5_137317,0,20,10,20,27,0,14,13
OG5_137316,0,0,1,15,2,0,7,0
OG5_136422,0,0,5,24,10,21,0,0
OG5_127857,590,51,626,62,88,4,70,7
OG5_160686,6,0,0,0,0,0,1,0
OG5_160423,0,3,5,0,0,0,14,0
OG5_136426,0,1,3,55,4,0,1,0
OG5_136935,405,1,26,0,5,3,33,0
OG5_132823,52,6,6,52,6,0,2,0
OG5_162670,77,0,0,0,0,3,1,0
OG5_197137,0,0,1,0,0,0,0,0
OG5_132368,0,31,79,35,91,0,41,11
OG5_132363,0,13,55,44,32,0,21,1
OG5_132362,0,9,60,42,44,0,18,4
OG5_138921,0,0,15,20,2,0,0,0
OG5_132360,16,13,120,28,46,54,32,2
OG5_132367,0,18,132,62,54,0,3,5
OG5_160689,5,3,22,0,2,0,0,0
OG5_132365,0,34,87,26,104,0,14,1
OG5_132364,0,28,111,36,12,1,14,6
OG5_127736,18,96,568,81,484,0,122,45
OG5_127858,0,52,384,74,334,0,32,87
OG5_160425,48,2,0,0,0,0,31,0
OG5_127737,0,86,172,101,770,0,115,35
OG5_143190,147,1,75,0,3,21,4,3
OG5_143192,30,0,2,0,4,3,0,16
OG5_160424,0,4,3,0,0,0,29,0
OG5_143194,0,12,27,3,0,0,0,0
OG5_143195,21,16,104,0,13,4,19,4
OG5_130880,0,16,7,69,7,0,0,2
OG5_127735,0,154,1285,70,1093,0,215,86
OG5_130737,477,7,123,7,39,87,21,16
OG5_127220,0,145,806,120,402,0,125,51
OG5_146904,1,10,70,0,8,0,21,0
OG5_160429,8,26,91,0,2,0,30,2
OG5_146907,0,0,4,16,16,0,0,0
OG5_130735,0,46,1090,22,22,0,14,27
OG5_127730,0,65,461,105,256,0,79,41
OG5_127731,0,47,459,84,238,0,59,26
OG5_130733,0,26,75,49,140,0,35,11
OG5_126703,0,0,3,0,0,0,0,0
OG5_132099,0,55,427,43,51,0,39,2
OG5_132098,452,42,379,1,80,57,20,8
OG5_127099,694,69,883,117,415,3,146,59
OG5_127098,7,37,229,103,169,0,69,21
OG5_127097,250,72,294,91,86,47,133,6
OG5_132094,63,190,171,23,492,3,35,16
OG5_127094,222,42,505,119,269,4,53,27
OG5_127093,758,43,285,83,134,156,62,30
OG5_127092,7,138,945,114,732,0,163,18
OG5_127091,303,235,857,633,1195,0,120,174
OG5_127090,0,78,690,128,466,108,111,68
OG5_171083,160,0,0,0,0,0,1,0
OG5_152920,0,7,147,0,10,0,19,1
OG5_154963,0,10,56,0,5,0,34,1
OG5_134236,228,3,72,27,10,16,27,0
OG5_159556,0,0,4,0,0,0,0,3
OG5_140087,1,20,89,38,163,1,5,25
OG5_136752,2,0,1,28,1,0,0,0
OG5_134234,396,0,0,2,1,0,2,0
OG5_159081,12,0,2,7,17,0,0,0
OG5_140082,4,10,79,44,26,0,15,2
OG5_126709,0,79,358,97,39,0,118,9
OG5_134233,324,4,27,3,0,32,0,1
OG5_140089,0,28,224,0,20,0,2,1
OG5_134232,132,27,94,1,12,0,69,3
OG5_128012,12,151,1590,50,423,0,69,45
OG5_128013,2519,21,115,5,44,80,8,3
OG5_128010,0,46,278,74,171,0,47,30
OG5_128011,602,35,153,80,26,0,80,2
OG5_128016,693,50,232,46,198,159,43,5
OG5_128017,569,35,150,28,9,89,99,0
OG5_128014,1603,0,0,3,0,227,1,0
OG5_128015,602,40,105,38,45,94,40,1
OG5_136756,41,16,426,3,31,4,3,3
OG5_128018,639,31,214,51,81,101,69,0
OG5_128019,443,24,347,70,252,97,95,7
OG5_131278,0,33,142,50,162,0,45,28
OG5_127673,9,32,238,78,189,55,73,30
OG5_127672,42,56,318,76,186,47,58,30
OG5_127671,264,68,632,98,323,3,79,41
OG5_127670,183,30,215,75,103,3,46,21
OG5_132891,0,148,924,118,704,0,66,40
OG5_127676,69,36,283,66,204,0,59,35
OG5_127675,583,23,113,61,58,35,36,2
OG5_127674,0,56,401,96,233,0,88,19
OG5_127679,0,51,385,84,235,15,68,33
OG5_132899,0,44,336,32,289,0,6,14
OG5_132898,0,4,103,40,109,0,4,0
OG5_130945,0,5,92,40,31,0,3,2
OG5_129946,0,37,172,75,587,0,13,28
OG5_129945,7,45,247,45,150,0,61,31
OG5_129944,6,36,149,74,96,0,16,14
OG5_159889,1,8,101,1,68,0,2,11
OG5_130940,0,4,6,44,20,0,16,2
OG5_130943,18,40,225,66,173,0,71,19
OG5_129940,0,3,44,62,153,0,0,2
OG5_135325,0,3,22,29,1,0,6,1
OG5_130948,509,30,91,4,12,0,49,2
OG5_129949,0,48,227,72,278,0,53,8
OG5_129948,0,17,140,64,82,0,35,7
OG5_133948,0,6,24,34,61,0,6,0
OG5_147074,4,27,47,0,1,0,44,0
OG5_133941,0,43,183,35,193,0,9,5
OG5_133410,0,40,386,32,179,0,22,4
OG5_133411,423,13,144,38,20,12,30,0
OG5_133946,0,0,2,28,0,0,1,1
OG5_142592,0,26,167,4,79,0,47,6
OG5_139450,0,19,24,7,482,0,48,9
OG5_139323,28,0,2,11,1,0,0,1
OG5_139320,0,2,3,32,7,0,2,0
OG5_139321,113,0,45,1,0,13,0,1
OG5_139454,0,14,190,18,42,0,1,0
OG5_143108,0,0,6,0,0,0,70,0
OG5_139328,23,0,2,13,0,0,0,0
OG5_139329,0,3,13,0,2,0,48,0
OG5_130800,465,0,2,0,1,96,1,0
OG5_130801,384,0,3,36,4,19,0,0
OG5_130802,118,24,273,34,166,0,95,0
OG5_130803,0,20,106,41,89,0,1,22
OG5_130804,0,23,258,34,9,0,6,0
OG5_130805,117,15,150,54,199,2,7,10
OG5_130806,0,19,76,71,239,0,10,10
OG5_130807,0,2,20,0,2,0,4,0
OG5_130809,0,2,27,8,4,0,293,3
OG5_135829,0,0,7,1,0,0,54,0
OG5_132514,0,10,139,36,25,0,2,2
OG5_145344,35,23,100,6,117,0,2,23
OG5_132516,0,9,35,31,42,0,28,2
OG5_134417,0,2,64,33,2,0,0,3
OG5_144350,0,2,4,3,1,0,32,0
OG5_144357,216,11,110,3,9,11,10,3
OG5_158938,74,5,5,1,9,2,0,7
OG5_144354,0,5,47,6,46,0,6,19
OG5_158936,60,0,0,0,0,0,1,0
OG5_158682,150,5,18,4,31,0,2,1
OG5_144358,10,15,38,11,206,0,10,6
OG5_158933,217,0,5,1,5,2,0,0
OG5_158931,501,0,3,0,2,3,1,0
OG5_134414,0,8,12,30,13,0,19,1
OG5_129413,0,84,380,64,184,0,67,9
OG5_177457,1,7,3,0,13,0,12,0
OG5_134144,0,4,19,35,87,0,6,1
OG5_134411,0,48,651,32,46,0,135,4
OG5_150042,0,0,28,2,1,0,0,0
OG5_150040,0,5,7,0,6,0,96,0
OG5_150041,0,0,18,1,0,0,0,0
OG5_150044,0,14,48,0,54,0,25,13
OG5_153223,12,0,9,0,2,0,26,0
OG5_153220,0,22,55,0,1,0,40,0
OG5_135942,4,7,85,31,12,0,11,0
OG5_153229,0,1,8,0,0,0,23,0
OG5_135943,0,0,16,23,1,0,8,0
OG5_152574,101,8,88,6,3,0,5,0
OG5_152575,54,23,107,0,3,2,49,0
OG5_169767,23,0,6,4,5,0,1,2
OG5_169973,27,0,0,1,0,10,0,0
OG5_143029,0,0,2,55,2,0,3,1
OG5_139243,3,5,18,2,4,0,2,16
OG5_138321,0,44,114,1,25,0,36,10
OG5_145751,0,70,297,4,155,0,59,5
OG5_138491,97,203,813,10,613,1,34,48
OG5_138490,0,20,99,1,1,0,121,0
OG5_135818,393,44,126,22,113,0,36,3
OG5_129050,0,42,244,59,175,0,55,16
OG5_137121,0,9,423,14,7,0,5,5
OG5_138494,3,3,52,25,85,0,1,0
OG5_135814,257,17,4,3,5,0,1,1
OG5_135815,0,0,6,0,1,0,78,0
OG5_135816,0,26,95,29,4,0,11,10
OG5_135817,0,2,20,0,5,0,230,0
OG5_135810,0,2,1,25,38,0,0,2
OG5_127954,0,68,330,80,137,0,78,9
OG5_135812,0,22,454,0,252,6,80,7
OG5_135813,6,30,175,4,185,0,70,18
OG5_174763,2,1,5,3,1,0,0,0
OG5_139637,146,6,16,1,9,6,13,12
OG5_136685,2,5,5,0,4,0,0,16
OG5_160522,4,0,1,0,0,0,1,0
OG5_128572,0,24,61,93,918,0,8,5
OG5_134496,596,3,9,2,10,16,1,0
OG5_134495,769,0,0,1,0,0,1,0
OG5_134494,58,46,15,1,117,0,69,23
OG5_134493,349,0,1,0,0,0,3,1
OG5_134492,187,1,0,2,0,26,2,0
OG5_134491,305,8,13,0,2,0,26,0
OG5_134490,0,17,43,27,3,0,43,0
OG5_139633,0,2,4,20,68,0,2,1
OG5_134499,6,10,123,9,42,0,15,16
OG5_134498,0,6,33,29,93,1,3,9
OG5_130376,0,94,388,28,21,2,82,21
OG5_130377,3,48,216,49,126,0,3,20
OG5_130374,0,0,7,3,1,0,1,0
OG5_130375,0,44,99,54,232,0,50,29
OG5_130372,474,35,65,19,72,0,22,5
OG5_130373,506,28,106,1,9,0,47,0
OG5_130370,430,21,59,1,7,1,38,1
OG5_130371,940,0,1,0,2,27,1,0
OG5_130082,0,27,151,61,87,0,53,10
OG5_130379,9,27,129,56,109,0,52,9
OG5_143972,1,1,51,0,8,0,33,1
OG5_127634,0,149,122,108,12,0,99,9
OG5_143971,0,0,0,0,0,0,5,0
OG5_143977,0,31,400,8,114,0,7,1
OG5_153483,108,0,0,0,0,0,1,0
OG5_153481,75,1,1,1,2,0,1,0
OG5_153484,127,0,1,0,0,0,1,0
OG5_153488,100,0,0,0,0,0,1,0
OG5_146742,86,0,4,9,2,0,0,0
OG5_134091,11,45,100,23,0,11,13,2
OG5_152198,0,0,1,0,0,0,0,0
OG5_180830,50,0,14,0,0,0,10,0
OG5_146741,55,25,88,0,4,0,55,1
OG5_134818,30,17,50,1,46,3,88,33
OG5_134918,3,172,671,16,49,0,60,12
OG5_146746,1,0,2,9,0,0,0,0
OG5_165940,1,1,15,0,5,0,0,0
OG5_175684,92,11,50,0,1,0,13,0
OG5_152199,0,15,38,0,16,0,36,2
OG5_141094,0,9,18,18,52,0,5,0
OG5_156210,1,0,8,0,0,0,0,0
OG5_146227,195,30,78,0,5,2,57,0
OG5_146226,0,25,143,1,103,0,50,2
OG5_146229,0,3,23,17,13,0,2,1
OG5_127848,1,67,394,93,307,29,69,44
OG5_127844,424,54,371,91,169,102,49,31
OG5_127845,0,27,138,111,351,0,18,27
OG5_127846,0,74,271,112,177,0,104,8
OG5_127847,0,31,206,83,66,0,54,26
OG5_127840,0,51,556,91,258,0,70,34
OG5_127841,9,46,288,70,13,0,50,7
OG5_127842,22,48,388,77,279,4,67,36
OG5_127843,0,57,412,92,303,0,96,25
OG5_131526,17,1,30,5,5,0,82,2
OG5_196655,0,0,1,0,0,0,0,0
OG5_150228,0,0,4,0,8,0,25,0
OG5_136235,234,0,28,2,3,0,1,1
OG5_136234,364,0,0,0,0,4,1,0
OG5_136237,215,4,13,1,13,22,2,0
OG5_136236,258,11,9,4,1,6,0,0
OG5_136231,395,0,1,0,0,0,1,0
OG5_136230,194,1,2,0,1,0,1,0
OG5_136233,276,1,4,7,10,4,2,0
OG5_136232,209,0,0,1,0,0,1,0
OG5_176415,0,0,1,0,0,0,0,0
OG5_136239,154,0,0,2,0,0,1,0
OG5_143365,0,0,56,0,1,0,1,13
OG5_144998,80,0,0,0,0,0,27,0
OG5_162211,5,0,0,0,1,0,0,4
OG5_135822,93,33,84,0,1,0,40,0
OG5_144991,50,8,0,2,13,0,34,0
OG5_144990,0,0,9,0,0,0,85,0
OG5_144993,98,27,117,0,8,0,60,2
OG5_144992,0,0,35,0,1,0,288,0
OG5_144994,0,1,27,0,4,0,150,0
OG5_144997,0,0,2,11,1,0,8,0
OG5_144996,0,3,33,0,0,0,35,1
OG5_131938,0,24,163,35,28,0,26,11
OG5_160961,1,0,5,6,7,0,0,1
OG5_138949,0,0,2,7,0,0,1,1
OG5_241439,0,0,1,0,0,0,0,0
OG5_145033,5,1,22,0,10,0,2,16
OG5_135179,0,0,6,0,0,0,93,0
OG5_135178,8,28,140,9,30,1,48,9
